rank,start_x,end_x,start_y,end_y,local_nx,local_ny,iterations,exec_time,comm_time,overhead,final_error,iteration,neighbor,direction,n_points
0,,,,,,,,,3.3040000744222198e-06,,,179.0,1.0,up,24.0
0,,,,,,,,,3.371000275365077e-06,,,179.0,2.0,right,24.0
0,,,,,,,,,4.123000053368742e-06,,,180.0,1.0,up,24.0
0,,,,,,,,,2.3420002435159404e-06,,,180.0,2.0,right,24.0
0,,,,,,,,,3.1069998840393964e-06,,,181.0,1.0,up,24.0
0,,,,,,,,,2.5129997993644793e-06,,,181.0,2.0,right,24.0
0,,,,,,,,,2.9510001695598476e-06,,,182.0,1.0,up,24.0
0,,,,,,,,,2.73000023298664e-06,,,182.0,2.0,right,24.0
0,,,,,,,,,3.14799990519532e-06,,,183.0,1.0,up,24.0
0,,,,,,,,,3.1709996619611047e-06,,,183.0,2.0,right,24.0
0,,,,,,,,,3.127000127278734e-06,,,184.0,1.0,up,24.0
0,,,,,,,,,2.597000275272876e-06,,,184.0,2.0,right,24.0
0,,,,,,,,,3.204999757144833e-06,,,185.0,1.0,up,24.0
0,,,,,,,,,2.862000201275805e-06,,,185.0,2.0,right,24.0
0,,,,,,,,,3.1500003387918696e-06,,,186.0,1.0,up,24.0
0,,,,,,,,,3.6320002436696086e-06,,,186.0,2.0,right,24.0
0,,,,,,,,,3.1249996936821844e-06,,,187.0,1.0,up,24.0
0,,,,,,,,,1.746999714669073e-06,,,187.0,2.0,right,24.0
0,,,,,,,,,3.204999757144833e-06,,,188.0,1.0,up,24.0
0,,,,,,,,,3.096999989793403e-06,,,188.0,2.0,right,24.0
0,,,,,,,,,3.026999820576748e-06,,,189.0,1.0,up,24.0
0,,,,,,,,,3.2459997783007566e-06,,,189.0,2.0,right,24.0
0,,,,,,,,,2.976000359922182e-06,,,190.0,1.0,up,24.0
0,,,,,,,,,3.843999820674071e-06,,,190.0,2.0,right,24.0
0,,,,,,,,,3.1429999580723234e-06,,,191.0,1.0,up,24.0
0,,,,,,,,,3.6980000004405156e-06,,,191.0,2.0,right,24.0
0,,,,,,,,,2.9259999791975133e-06,,,192.0,1.0,up,24.0
0,,,,,,,,,3.1939998734742403e-06,,,192.0,2.0,right,24.0
0,,,,,,,,,3.2010002541937865e-06,,,193.0,1.0,up,24.0
0,,,,,,,,,3.555000148480758e-06,,,193.0,2.0,right,24.0
0,,,,,,,,,2.9979996725160163e-06,,,194.0,1.0,up,24.0
0,,,,,,,,,3.3390001590305474e-06,,,194.0,2.0,right,24.0
0,,,,,,,,,2.9709999580518343e-06,,,195.0,1.0,up,24.0
0,,,,,,,,,3.5869998100679368e-06,,,195.0,2.0,right,24.0
0,,,,,,,,,3.4419999792589806e-06,,,196.0,1.0,up,24.0
0,,,,,,,,,2.6709999474405777e-06,,,196.0,2.0,right,24.0
0,,,,,,,,,2.9899997571192216e-06,,,197.0,1.0,up,24.0
0,,,,,,,,,2.5710000954859424e-06,,,197.0,2.0,right,24.0
0,,,,,,,,,2.864999714802252e-06,,,198.0,1.0,up,24.0
0,,,,,,,,,3.0390001484192908e-06,,,198.0,2.0,right,24.0
0,,,,,,,,,3.175000074406853e-06,,,199.0,1.0,up,24.0
0,,,,,,,,,2.870999651349848e-06,,,199.0,2.0,right,24.0
0,,,,,,,,,3.4209997465950437e-06,,,200.0,1.0,up,24.0
0,,,,,,,,,2.7789997147920076e-06,,,200.0,2.0,right,24.0
0,,,,,,,,,3.1469999157707207e-06,,,201.0,1.0,up,24.0
0,,,,,,,,,2.9839998205716256e-06,,,201.0,2.0,right,24.0
0,,,,,,,,,2.8520003070298117e-06,,,202.0,1.0,up,24.0
0,,,,,,,,,7.033999736449914e-06,,,202.0,2.0,right,24.0
0,,,,,,,,,2.8310000743658748e-06,,,203.0,1.0,up,24.0
0,,,,,,,,,3.0960000003688037e-06,,,203.0,2.0,right,24.0
0,,,,,,,,,2.9029997676843777e-06,,,204.0,1.0,up,24.0
0,,,,,,,,,5.461000000650529e-06,,,204.0,2.0,right,24.0
0,,,,,,,,,2.8820004445151426e-06,,,205.0,1.0,up,24.0
0,,,,,,,,,2.9379998522927053e-06,,,205.0,2.0,right,24.0
0,,,,,,,,,3.0679998417326715e-06,,,206.0,1.0,up,24.0
0,,,,,,,,,2.8209997253725305e-06,,,206.0,2.0,right,24.0
0,,,,,,,,,3.510000169626437e-06,,,207.0,1.0,up,24.0
0,,,,,,,,,5.73799979974865e-06,,,207.0,2.0,right,24.0
0,,,,,,,,,2.9769998945994303e-06,,,208.0,1.0,up,24.0
0,,,,,,,,,3.2819998523336835e-06,,,208.0,2.0,right,24.0
0,,,,,,,,,2.922000021499116e-06,,,209.0,1.0,up,24.0
0,,,,,,,,,3.480000032141106e-06,,,209.0,2.0,right,24.0
0,,,,,,,,,4.929999704472721e-06,,,210.0,1.0,up,24.0
0,,,,,,,,,3.6219998946762644e-06,,,210.0,2.0,right,24.0
0,,,,,,,,,3.879999894706998e-06,,,211.0,1.0,up,24.0
0,,,,,,,,,2.9390002964646555e-06,,,211.0,2.0,right,24.0
0,,,,,,,,,3.860000106215011e-06,,,212.0,1.0,up,24.0
0,,,,,,,,,3.108999862888595e-06,,,212.0,2.0,right,24.0
0,,,,,,,,,3.166000169585459e-06,,,213.0,1.0,up,24.0
0,,,,,,,,,3.0750002224522177e-06,,,213.0,2.0,right,24.0
0,,,,,,,,,3.1739996302349027e-06,,,214.0,1.0,up,24.0
0,,,,,,,,,3.14799990519532e-06,,,214.0,2.0,right,24.0
0,,,,,,,,,3.7250001696520485e-06,,,215.0,1.0,up,24.0
0,,,,,,,,,3.526999989844626e-06,,,215.0,2.0,right,24.0
0,,,,,,,,,3.5980001484858803e-06,,,216.0,1.0,up,24.0
0,,,,,,,,,2.9630000426550396e-06,,,216.0,2.0,right,24.0
0,,,,,,,,,3.5260000004200265e-06,,,217.0,1.0,up,24.0
0,,,,,,,,,2.9379998522927053e-06,,,217.0,2.0,right,24.0
0,,,,,,,,,3.2570001167187e-06,,,218.0,1.0,up,24.0
0,,,,,,,,,2.549000328144757e-06,,,218.0,2.0,right,24.0
0,,,,,,,,,3.248000211897306e-06,,,219.0,1.0,up,24.0
0,,,,,,,,,1.6860003597685136e-06,,,219.0,2.0,right,24.0
0,,,,,,,,,4.115000137971947e-06,,,220.0,1.0,up,24.0
0,,,,,,,,,2.010000116570154e-06,,,220.0,2.0,right,24.0
0,,,,,,,,,3.6440001167648006e-06,,,221.0,1.0,up,24.0
0,,,,,,,,,2.3640000108571257e-06,,,221.0,2.0,right,24.0
0,,,,,,,,,3.277999894635286e-06,,,222.0,1.0,up,24.0
0,,,,,,,,,4.316999820730416e-06,,,222.0,2.0,right,24.0
0,,,,,,,,,3.2069997359940317e-06,,,223.0,1.0,up,24.0
0,,,,,,,,,3.3100000109698158e-06,,,223.0,2.0,right,24.0
0,,,,,,,,,3.160000233037863e-06,,,224.0,1.0,up,24.0
0,,,,,,,,,3.1999998100218363e-06,,,224.0,2.0,right,24.0
0,,,,,,,,,3.011999979207758e-06,,,225.0,1.0,up,24.0
0,,,,,,,,,3.406999894650653e-06,,,225.0,2.0,right,24.0
0,,,,,,,,,3.2280004234053195e-06,,,226.0,1.0,up,24.0
0,,,,,,,,,2.8399999791872688e-06,,,226.0,2.0,right,24.0
0,,,,,,,,,3.2009997994464356e-06,,,227.0,1.0,up,24.0
0,,,,,,,,,2.958000095532043e-06,,,227.0,2.0,right,24.0
0,,,,,,,,,4.322999757278012e-06,,,228.0,1.0,up,24.0
0,,,,,,,,,4.5259998842084315e-06,,,228.0,2.0,right,24.0
0,,,,,,,,,3.0530000003636815e-06,,,229.0,1.0,up,24.0
0,,,,,,,,,2.797999968606746e-06,,,229.0,2.0,right,24.0
0,,,,,,,,,3.8509997466462664e-06,,,230.0,1.0,up,24.0
0,,,,,,,,,2.2580002223548945e-06,,,230.0,2.0,right,24.0
0,,,,,,,,,3.1650001801608596e-06,,,231.0,1.0,up,24.0
0,,,,,,,,,4.541000180324772e-06,,,231.0,2.0,right,24.0
0,,,,,,,,,3.262000063841697e-06,,,232.0,1.0,up,24.0
0,,,,,,,,,5.3179996939434204e-06,,,232.0,2.0,right,24.0
0,,,,,,,,,3.560999630281003e-06,,,233.0,1.0,up,24.0
0,,,,,,,,,4.090999937034212e-06,,,233.0,2.0,right,24.0
0,,,,,,,,,3.0720002541784197e-06,,,234.0,1.0,up,24.0
0,,,,,,,,,2.761999894573819e-06,,,234.0,2.0,right,24.0
0,,,,,,,,,3.186999947502045e-06,,,235.0,1.0,up,24.0
0,,,,,,,,,3.2699999792384915e-06,,,235.0,2.0,right,24.0
0,,,,,,,,,3.3210003493877593e-06,,,236.0,1.0,up,24.0
0,,,,,,,,,3.2100001590151805e-06,,,236.0,2.0,right,24.0
0,,,,,,,,,3.254000148444902e-06,,,237.0,1.0,up,24.0
0,,,,,,,,,3.0979999792180024e-06,,,237.0,2.0,right,24.0
0,,,,,,,,,2.9929997253930196e-06,,,238.0,1.0,up,24.0
0,,,,,,,,,3.4720001167443115e-06,,,238.0,2.0,right,24.0
0,,,,,,,,,2.7279997993900906e-06,,,239.0,1.0,up,24.0
0,,,,,,,,,2.4380001377721783e-06,,,239.0,2.0,right,24.0
0,,,,,,,,,2.933999894594308e-06,,,240.0,1.0,up,24.0
0,,,,,,,,,3.3090000215452164e-06,,,240.0,2.0,right,24.0
0,,,,,,,,,3.24099983117776e-06,,,241.0,1.0,up,24.0
0,,,,,,,,,3.331999778311001e-06,,,241.0,2.0,right,24.0
0,,,,,,,,,3.2220000321103726e-06,,,242.0,1.0,up,24.0
0,,,,,,,,,3.1039999157655984e-06,,,242.0,2.0,right,24.0
0,,,,,,,,,4.120000085094944e-06,,,243.0,1.0,up,24.0
0,,,,,,,,,3.106000349362148e-06,,,243.0,2.0,right,24.0
0,,,,,,,,,2.7460000637802295e-06,,,244.0,1.0,up,24.0
0,,,,,,,,,3.1250001484295353e-06,,,244.0,2.0,right,24.0
0,,,,,,,,,3.5289999686938245e-06,,,245.0,1.0,up,24.0
0,,,,,,,,,2.9240000003483146e-06,,,245.0,2.0,right,24.0
0,,,,,,,,,3.2190000638365746e-06,,,246.0,1.0,up,24.0
0,,,,,,,,,3.141999968647724e-06,,,246.0,2.0,right,24.0
0,,,,,,,,,2.9779998840240296e-06,,,247.0,1.0,up,24.0
0,,,,,,,,,3.1519998628937174e-06,,,247.0,2.0,right,24.0
0,,,,,,,,,3.562999609130202e-06,,,248.0,1.0,up,24.0
0,,,,,,,,,3.5139996725774836e-06,,,248.0,2.0,right,24.0
0,,,,,,,,,2.9089997042319737e-06,,,249.0,1.0,up,24.0
0,,,,,,,,,3.130000095552532e-06,,,249.0,2.0,right,24.0
0,,,,,,,,,3.3940000321308617e-06,,,250.0,1.0,up,24.0
0,,,,,,,,,3.5500002013577614e-06,,,250.0,2.0,right,24.0
0,,,,,,,,,3.266000021540094e-06,,,251.0,1.0,up,24.0
0,,,,,,,,,2.9540001378336456e-06,,,251.0,2.0,right,24.0
0,,,,,,,,,2.9689999792026356e-06,,,252.0,1.0,up,24.0
0,,,,,,,,,3.011999979207758e-06,,,252.0,2.0,right,24.0
0,,,,,,,,,3.4649997360247653e-06,,,253.0,1.0,up,24.0
0,,,,,,,,,3.400999958103057e-06,,,253.0,2.0,right,24.0
0,,,,,,,,,2.9769998945994303e-06,,,254.0,1.0,up,24.0
0,,,,,,,,,2.8730000849463977e-06,,,254.0,2.0,right,24.0
0,,,,,,,,,3.2219995773630217e-06,,,255.0,1.0,up,24.0
0,,,,,,,,,2.6170000637648627e-06,,,255.0,2.0,right,24.0
0,,,,,,,,,2.957999640784692e-06,,,256.0,1.0,up,24.0
0,,,,,,,,,3.4559998312033713e-06,,,256.0,2.0,right,24.0
0,,,,,,,,,4.595000064000487e-06,,,257.0,1.0,up,24.0
0,,,,,,,,,1.6639996829326265e-06,,,257.0,2.0,right,24.0
0,,,,,,,,,3.35000004270114e-06,,,258.0,1.0,up,24.0
0,,,,,,,,,3.0080000215093605e-06,,,258.0,2.0,right,24.0
0,,,,,,,,,2.83800000033807e-06,,,259.0,1.0,up,24.0
0,,,,,,,,,2.299000243510818e-06,,,259.0,2.0,right,24.0
0,,,,,,,,,3.1399999897985253e-06,,,260.0,1.0,up,24.0
0,,,,,,,,,3.169000137859257e-06,,,260.0,2.0,right,24.0
0,,,,,,,,,3.980000201408984e-06,,,261.0,1.0,up,24.0
0,,,,,,,,,2.184000095439842e-06,,,261.0,2.0,right,24.0
0,,,,,,,,,3.2389998523285612e-06,,,262.0,1.0,up,24.0
0,,,,,,,,,3.094000021519605e-06,,,262.0,2.0,right,24.0
0,,,,,,,,,3.130000095552532e-06,,,263.0,1.0,up,24.0
0,,,,,,,,,2.8780000320693944e-06,,,263.0,2.0,right,24.0
0,,,,,,,,,2.9870002435927745e-06,,,264.0,1.0,up,24.0
0,,,,,,,,,2.7129999580211006e-06,,,264.0,2.0,right,24.0
0,,,,,,,,,3.1949998628988396e-06,,,265.0,1.0,up,24.0
0,,,,,,,,,2.877000042644795e-06,,,265.0,2.0,right,24.0
0,,,,,,,,,3.1100003070605453e-06,,,266.0,1.0,up,24.0
0,,,,,,,,,3.034000201296294e-06,,,266.0,2.0,right,24.0
0,,,,,,,,,3.139000000373926e-06,,,267.0,1.0,up,24.0
0,,,,,,,,,3.1549998311675154e-06,,,267.0,2.0,right,24.0
0,,,,,,,,,3.2250000003841706e-06,,,268.0,1.0,up,24.0
0,,,,,,,,,2.9329999051697087e-06,,,268.0,2.0,right,24.0
0,,,,,,,,,2.9440002435876522e-06,,,269.0,1.0,up,24.0
0,,,,,,,,,2.5219997041858733e-06,,,269.0,2.0,right,24.0
0,,,,,,,,,2.975999905174831e-06,,,270.0,1.0,up,24.0
0,,,,,,,,,2.949000190710649e-06,,,270.0,2.0,right,24.0
0,,,,,,,,,3.010000000358559e-06,,,271.0,1.0,up,24.0
0,,,,,,,,,2.9409998205665033e-06,,,271.0,2.0,right,24.0
0,,,,,,,,,3.3640003493928816e-06,,,272.0,1.0,up,24.0
0,,,,,,,,,3.2190000638365746e-06,,,272.0,2.0,right,24.0
0,,,,,,,,,3.2550001378695015e-06,,,273.0,1.0,up,24.0
0,,,,,,,,,2.784000116662355e-06,,,273.0,2.0,right,24.0
0,,,,,,,,,3.698999989865115e-06,,,274.0,1.0,up,24.0
0,,,,,,,,,3.593999736040132e-06,,,274.0,2.0,right,24.0
0,,,,,,,,,3.099999958067201e-06,,,275.0,1.0,up,24.0
0,,,,,,,,,2.8869999368907884e-06,,,275.0,2.0,right,24.0
0,,,,,,,,,3.11800022245734e-06,,,276.0,1.0,up,24.0
0,,,,,,,,,3.2980001378746238e-06,,,276.0,2.0,right,24.0
0,,,,,,,,,3.327999820612604e-06,,,277.0,1.0,up,24.0
0,,,,,,,,,2.485000095475698e-06,,,277.0,2.0,right,24.0
0,,,,,,,,,3.045000084966887e-06,,,278.0,1.0,up,24.0
0,,,,,,,,,3.0500000320898835e-06,,,278.0,2.0,right,24.0
0,,,,,,,,,3.7849999898753595e-06,,,279.0,1.0,up,24.0
0,,,,,,,,,3.7159998100833036e-06,,,279.0,2.0,right,24.0
0,,,,,,,,,3.1070003387867473e-06,,,280.0,1.0,up,24.0
0,,,,,,,,,3.368000307091279e-06,,,280.0,2.0,right,24.0
0,,,,,,,,,3.16299974656431e-06,,,281.0,1.0,up,24.0
0,,,,,,,,,2.8340000426396728e-06,,,281.0,2.0,right,24.0
0,,,,,,,,,2.955000127258245e-06,,,282.0,1.0,up,24.0
0,,,,,,,,,3.3180003811139613e-06,,,282.0,2.0,right,24.0
0,,,,,,,,,3.0960000003688037e-06,,,283.0,1.0,up,24.0
0,,,,,,,,,3.174999619659502e-06,,,283.0,2.0,right,24.0
0,,,,,,,,,3.072999788855668e-06,,,284.0,1.0,up,24.0
0,,,,,,,,,3.73800003217184e-06,,,284.0,2.0,right,24.0
0,,,,,,,,,2.877000042644795e-06,,,285.0,1.0,up,24.0
0,,,,,,,,,3.4270001378899906e-06,,,285.0,2.0,right,24.0
0,,,,,,,,,2.9810003070451785e-06,,,286.0,1.0,up,24.0
0,,,,,,,,,3.2150001061381772e-06,,,286.0,2.0,right,24.0
0,,,,,,,,,4.851000085182022e-06,,,287.0,1.0,up,24.0
0,,,,,,,,,1.6269996194751002e-06,,,287.0,2.0,right,24.0
0,,,,,,,,,3.370999820617726e-06,,,288.0,1.0,up,24.0
0,,,,,,,,,3.220000053261174e-06,,,288.0,2.0,right,24.0
0,,,,,,,,,3.4929998946608976e-06,,,289.0,1.0,up,24.0
0,,,,,,,,,3.010000000358559e-06,,,289.0,2.0,right,24.0
0,,,,,,,,,3.0240003070503008e-06,,,290.0,1.0,up,24.0
0,,,,,,,,,2.598999799374724e-06,,,290.0,2.0,right,24.0
0,,,,,,,,,3.1770000532560516e-06,,,291.0,1.0,up,24.0
0,,,,,,,,,2.9059997359581757e-06,,,291.0,2.0,right,24.0
0,,,,,,,,,3.7400000110210385e-06,,,292.0,1.0,up,24.0
0,,,,,,,,,2.6769998839881737e-06,,,292.0,2.0,right,24.0
0,,,,,,,,,3.2950001696008258e-06,,,293.0,1.0,up,24.0
0,,,,,,,,,3.6080000427318737e-06,,,293.0,2.0,right,24.0
0,,,,,,,,,3.049000042665284e-06,,,294.0,1.0,up,24.0
0,,,,,,,,,3.273999936936889e-06,,,294.0,2.0,right,24.0
0,,,,,,,,,2.9960001484141685e-06,,,295.0,1.0,up,24.0
0,,,,,,,,,3.7909999264229555e-06,,,295.0,2.0,right,24.0
0,,,,,,,,,3.4019999475276563e-06,,,296.0,1.0,up,24.0
0,,,,,,,,,3.010000000358559e-06,,,296.0,2.0,right,24.0
0,,,,,,,,,3.313999968668213e-06,,,297.0,1.0,up,24.0
0,,,,,,,,,2.840999968611868e-06,,,297.0,2.0,right,24.0
0,,,,,,,,,3.0979999792180024e-06,,,298.0,1.0,up,24.0
0,,,,,,,,,2.335000317543745e-06,,,298.0,2.0,right,24.0
0,,,,,,,,,3.280999862909084e-06,,,299.0,1.0,up,24.0
0,,,,,,,,,3.021999873453751e-06,,,299.0,2.0,right,24.0
0,,,,,,,,,3.0350001907208934e-06,,,300.0,1.0,up,24.0
0,,,,,,,,,3.08499966195086e-06,,,300.0,2.0,right,24.0
0,,,,,,,,,3.246999767725356e-06,,,301.0,1.0,up,24.0
0,,,,,,,,,2.9409998205665033e-06,,,301.0,2.0,right,24.0
0,,,,,,,,,3.306999587948667e-06,,,302.0,1.0,up,24.0
0,,,,,,,,,3.020999884029152e-06,,,302.0,2.0,right,24.0
0,,,,,,,,,3.3549999898241367e-06,,,303.0,1.0,up,24.0
0,,,,,,,,,3.021999873453751e-06,,,303.0,2.0,right,24.0
0,,,,,,,,,3.1849999686528463e-06,,,304.0,1.0,up,24.0
0,,,,,,,,,3.92299989471212e-06,,,304.0,2.0,right,24.0
0,,,,,,,,,2.888999915739987e-06,,,305.0,1.0,up,24.0
0,,,,,,,,,3.028000264748698e-06,,,305.0,2.0,right,24.0
0,,,,,,,,,3.347000074427342e-06,,,306.0,1.0,up,24.0
0,,,,,,,,,3.4320000850129873e-06,,,306.0,2.0,right,24.0
0,,,,,,,,,3.2419998206023593e-06,,,307.0,1.0,up,24.0
0,,,,,,,,,2.7599999157246202e-06,,,307.0,2.0,right,24.0
0,,,,,,,,,3.0559999686374795e-06,,,308.0,1.0,up,24.0
0,,,,,,,,,2.4380001377721783e-06,,,308.0,2.0,right,24.0
0,,,,,,,,,2.8360000214888714e-06,,,309.0,1.0,up,24.0
0,,,,,,,,,3.011999979207758e-06,,,309.0,2.0,right,24.0
0,,,,,,,,,3.3179999263666105e-06,,,310.0,1.0,up,24.0
0,,,,,,,,,3.0410001272684895e-06,,,310.0,2.0,right,24.0
0,,,,,,,,,3.1170002330327407e-06,,,311.0,1.0,up,24.0
0,,,,,,,,,3.3010001061484218e-06,,,311.0,2.0,right,24.0
0,,,,,,,,,2.958000095532043e-06,,,312.0,1.0,up,24.0
0,,,,,,,,,2.741000116657233e-06,,,312.0,2.0,right,24.0
0,,,,,,,,,3.3209998946404085e-06,,,313.0,1.0,up,24.0
0,,,,,,,,,3.0949995561968535e-06,,,313.0,2.0,right,24.0
0,,,,,,,,,3.545999788912013e-06,,,314.0,1.0,up,24.0
0,,,,,,,,,3.282999841758283e-06,,,314.0,2.0,right,24.0
0,,,,,,,,,3.011999979207758e-06,,,315.0,1.0,up,24.0
0,,,,,,,,,2.4149999262590427e-06,,,315.0,2.0,right,24.0
0,,,,,,,,,2.9140001061023213e-06,,,316.0,1.0,up,24.0
0,,,,,,,,,3.114999799436191e-06,,,316.0,2.0,right,24.0
0,,,,,,,,,3.079000180150615e-06,,,317.0,1.0,up,24.0
0,,,,,,,,,3.096999989793403e-06,,,317.0,2.0,right,24.0
0,,,,,,,,,3.139000000373926e-06,,,318.0,1.0,up,24.0
0,,,,,,,,,3.1159997888607904e-06,,,318.0,2.0,right,24.0
0,,,,,,,,,4.040000021632295e-06,,,319.0,1.0,up,24.0
0,,,,,,,,,3.011999979207758e-06,,,319.0,2.0,right,24.0
0,,,,,,,,,3.094000021519605e-06,,,320.0,1.0,up,24.0
0,,,,,,,,,2.8310000743658748e-06,,,320.0,2.0,right,24.0
0,,,,,,,,,3.355999979248736e-06,,,321.0,1.0,up,24.0
0,,,,,,,,,2.800999936880544e-06,,,321.0,2.0,right,24.0
0,,,,,,,,,3.5229995773988776e-06,,,322.0,1.0,up,24.0
0,,,,,,,,,2.525000127207022e-06,,,322.0,2.0,right,24.0
0,,,,,,,,,3.072999788855668e-06,,,323.0,1.0,up,24.0
0,,,,,,,,,2.797999968606746e-06,,,323.0,2.0,right,24.0
0,,,,,,,,,3.6229998841008637e-06,,,324.0,1.0,up,24.0
0,,,,,,,,,2.415999915683642e-06,,,324.0,2.0,right,24.0
0,,,,,,,,,3.1229997148329858e-06,,,325.0,1.0,up,24.0
0,,,,,,,,,2.3929997041705064e-06,,,325.0,2.0,right,24.0
0,,,,,,,,,3.160000233037863e-06,,,326.0,1.0,up,24.0
0,,,,,,,,,2.524000137782423e-06,,,326.0,2.0,right,24.0
0,,,,,,,,,3.513000137900235e-06,,,327.0,1.0,up,24.0
0,,,,,,,,,2.3880002117948607e-06,,,327.0,2.0,right,24.0
0,,,,,,,,,2.970000423374586e-06,,,328.0,1.0,up,24.0
0,,,,,,,,,2.972999936901033e-06,,,328.0,2.0,right,24.0
0,,,,,,,,,2.989000222441973e-06,,,329.0,1.0,up,24.0
0,,,,,,,,,2.995000158989569e-06,,,329.0,2.0,right,24.0
0,,,,,,,,,3.3989999792538583e-06,,,330.0,1.0,up,24.0
0,,,,,,,,,2.2119997993286233e-06,,,330.0,2.0,right,24.0
0,,,,,,,,,3.067000307055423e-06,,,331.0,1.0,up,24.0
0,,,,,,,,,2.534000032028416e-06,,,331.0,2.0,right,24.0
0,,,,,,,,,3.3849996725621168e-06,,,332.0,1.0,up,24.0
0,,,,,,,,,3.150999873469118e-06,,,332.0,2.0,right,24.0
0,,,,,,,,,3.2220000321103726e-06,,,333.0,1.0,up,24.0
0,,,,,,,,,3.3460000850027427e-06,,,333.0,2.0,right,24.0
0,,,,,,,,,2.9650000215042382e-06,,,334.0,1.0,up,24.0
0,,,,,,,,,3.1370000215247273e-06,,,334.0,2.0,right,24.0
0,,,,,,,,,3.0559999686374795e-06,,,335.0,1.0,up,24.0
0,,,,,,,,,2.6879997676587664e-06,,,335.0,2.0,right,24.0
0,,,,,,,,,3.289999767730478e-06,,,336.0,1.0,up,24.0
0,,,,,,,,,3.028000264748698e-06,,,336.0,2.0,right,24.0
0,,,,,,,,,6.088000191084575e-06,,,337.0,1.0,up,24.0
0,,,,,,,,,1.6640001376799773e-06,,,337.0,2.0,right,24.0
0,,,,,,,,,3.620999905251665e-06,,,338.0,1.0,up,24.0
0,,,,,,,,,3.2220000321103726e-06,,,338.0,2.0,right,24.0
0,,,,,,,,,3.3870001061586663e-06,,,339.0,1.0,up,24.0
0,,,,,,,,,3.362000370543683e-06,,,339.0,2.0,right,24.0
0,,,,,,,,,3.485999968688702e-06,,,340.0,1.0,up,24.0
0,,,,,,,,,2.5699996513139922e-06,,,340.0,2.0,right,24.0
0,,,,,,,,,3.353000010974938e-06,,,341.0,1.0,up,24.0
0,,,,,,,,,2.7790001695393585e-06,,,341.0,2.0,right,24.0
0,,,,,,,,,3.3359997360093985e-06,,,342.0,1.0,up,24.0
0,,,,,,,,,2.872999630199047e-06,,,342.0,2.0,right,24.0
0,,,,,,,,,3.2639995879435446e-06,,,343.0,1.0,up,24.0
0,,,,,,,,,2.9200000426499173e-06,,,343.0,2.0,right,24.0
0,,,,,,,,,3.1519998628937174e-06,,,344.0,1.0,up,24.0
0,,,,,,,,,3.1909999052004423e-06,,,344.0,2.0,right,24.0
0,,,,,,,,,3.006000042660162e-06,,,345.0,1.0,up,24.0
0,,,,,,,,,3.4780000532919075e-06,,,345.0,2.0,right,24.0
0,,,,,,,,,3.085000116698211e-06,,,346.0,1.0,up,24.0
0,,,,,,,,,2.7569999474508222e-06,,,346.0,2.0,right,24.0
0,,,,,,,,,3.174999619659502e-06,,,347.0,1.0,up,24.0
0,,,,,,,,,2.2240001271711662e-06,,,347.0,2.0,right,24.0
0,,,,,,,,,3.0279998100013472e-06,,,348.0,1.0,up,24.0
0,,,,,,,,,3.0739997782802675e-06,,,348.0,2.0,right,24.0
1,1.0,25.0,25.0,49.0,24.0,24.0,348.0,0.2941796379996049,0.002237893006622471,0.007607232852144161,9.804260438228685e-09,,,,
1,,,,,,,,,1.1604999599512666e-05,,,1.0,0.0,down,24.0
1,,,,,,,,,6.674999895039946e-06,,,1.0,3.0,right,24.0
1,,,,,,,,,5.239000074652722e-06,,,2.0,0.0,down,24.0
1,,,,,,,,,6.751000000804197e-06,,,2.0,3.0,right,24.0
1,,,,,,,,,1.0471999758010497e-05,,,3.0,0.0,down,24.0
1,,,,,,,,,4.610999894794077e-06,,,3.0,3.0,right,24.0
1,,,,,,,,,3.977000233135186e-06,,,4.0,0.0,down,24.0
1,,,,,,,,,1.474800001233234e-05,,,4.0,3.0,right,24.0
1,,,,,,,,,3.6440001167648006e-06,,,5.0,0.0,down,24.0
1,,,,,,,,,4.407000233186409e-06,,,5.0,3.0,right,24.0
1,,,,,,,,,3.386000116734067e-06,,,6.0,0.0,down,24.0
1,,,,,,,,,9.390999821334844e-06,,,6.0,3.0,right,24.0
1,,,,,,,,,5.390999831433874e-06,,,7.0,0.0,down,24.0
1,,,,,,,,,1.973000053112628e-06,,,7.0,3.0,right,24.0
1,,,,,,,,,3.5980001484858803e-06,,,8.0,0.0,down,24.0
1,,,,,,,,,3.517999630275881e-06,,,8.0,3.0,right,24.0
1,,,,,,,,,3.5200000638724305e-06,,,9.0,0.0,down,24.0
1,,,,,,,,,2.4679998205101583e-06,,,9.0,3.0,right,24.0
1,,,,,,,,,3.52100005329703e-06,,,10.0,0.0,down,24.0
1,,,,,,,,,3.1680001484346576e-06,,,10.0,3.0,right,24.0
1,,,,,,,,,3.3340002119075507e-06,,,11.0,0.0,down,24.0
1,,,,,,,,,3.6759997783519793e-06,,,11.0,3.0,right,24.0
1,,,,,,,,,3.2610000744170975e-06,,,12.0,0.0,down,24.0
1,,,,,,,,,4.053000338899437e-06,,,12.0,3.0,right,24.0
1,,,,,,,,,3.464000201347517e-06,,,13.0,0.0,down,24.0
1,,,,,,,,,3.052000010939082e-06,,,13.0,3.0,right,24.0
1,,,,,,,,,3.3149999580928124e-06,,,14.0,0.0,down,24.0
1,,,,,,,,,4.132999947614735e-06,,,14.0,3.0,right,24.0
1,,,,,,,,,3.648000074463198e-06,,,15.0,0.0,down,24.0
