iteration,direction,points_sent,points_received,time
519,up,49,49,2.384185791015625e-06
520,right,49,49,1.9073486328125e-06
521,up,49,49,2.384185791015625e-06
522,right,49,49,1.9073486328125e-06
523,up,49,49,2.384185791015625e-06
524,right,49,49,1.6689300537109375e-06
525,up,49,49,2.384185791015625e-06
526,right,49,49,1.9073486328125e-06
527,up,49,49,2.1457672119140625e-06
528,right,49,49,2.1457672119140625e-06
529,up,49,49,2.86102294921875e-06
530,right,49,49,1.6689300537109375e-06
531,up,49,49,2.6226043701171875e-06
532,right,49,49,1.6689300537109375e-06
533,up,49,49,2.1457672119140625e-06
534,right,49,49,1.9073486328125e-06
535,up,49,49,2.6226043701171875e-06
536,right,49,49,1.6689300537109375e-06
537,up,49,49,2.1457672119140625e-06
538,right,49,49,1.6689300537109375e-06
539,up,49,49,2.1457672119140625e-06
540,right,49,49,1.6689300537109375e-06
541,up,49,49,2.1457672119140625e-06
542,right,49,49,1.6689300537109375e-06
543,up,49,49,2.384185791015625e-06
544,right,49,49,1.6689300537109375e-06
545,up,49,49,2.1457672119140625e-06
546,right,49,49,2.1457672119140625e-06
547,up,49,49,2.6226043701171875e-06
548,right,49,49,1.6689300537109375e-06
549,up,49,49,2.384185791015625e-06
550,right,49,49,1.6689300537109375e-06
551,up,49,49,2.384185791015625e-06
552,right,49,49,1.6689300537109375e-06
553,up,49,49,2.384185791015625e-06
554,right,49,49,1.9073486328125e-06
555,up,49,49,2.1457672119140625e-06
556,right,49,49,1.6689300537109375e-06
557,up,49,49,1.9073486328125e-06
558,right,49,49,2.1457672119140625e-06
559,up,49,49,2.1457672119140625e-06
560,right,49,49,1.9073486328125e-06
561,up,49,49,2.1457672119140625e-06
562,right,49,49,1.6689300537109375e-06
563,up,49,49,2.86102294921875e-06
564,right,49,49,2.1457672119140625e-06
565,up,49,49,2.384185791015625e-06
566,right,49,49,1.6689300537109375e-06
567,up,49,49,2.6226043701171875e-06
568,right,49,49,1.6689300537109375e-06
569,up,49,49,2.1457672119140625e-06
570,right,49,49,2.1457672119140625e-06
571,up,49,49,2.1457672119140625e-06
572,right,49,49,1.9073486328125e-06
573,up,49,49,2.384185791015625e-06
574,right,49,49,1.430511474609375e-06
575,up,49,49,2.1457672119140625e-06
576,right,49,49,1.430511474609375e-06
577,up,49,49,2.384185791015625e-06
578,right,49,49,1.6689300537109375e-06
579,up,49,49,2.1457672119140625e-06
580,right,49,49,1.9073486328125e-06
581,up,49,49,2.384185791015625e-06
582,right,49,49,1.6689300537109375e-06
583,up,49,49,2.6226043701171875e-06
584,right,49,49,1.6689300537109375e-06
585,up,49,49,2.384185791015625e-06
586,right,49,49,2.1457672119140625e-06
587,up,49,49,2.1457672119140625e-06
588,right,49,49,1.9073486328125e-06
589,up,49,49,1.9073486328125e-06
590,right,49,49,2.1457672119140625e-06
591,up,49,49,2.384185791015625e-06
592,right,49,49,1.9073486328125e-06
593,up,49,49,2.384185791015625e-06
594,right,49,49,1.9073486328125e-06
595,up,49,49,2.1457672119140625e-06
596,right,49,49,1.6689300537109375e-06
597,up,49,49,2.1457672119140625e-06
598,right,49,49,2.1457672119140625e-06
599,up,49,49,2.6226043701171875e-06
600,right,49,49,1.6689300537109375e-06
601,up,49,49,2.1457672119140625e-06
602,right,49,49,1.9073486328125e-06
603,up,49,49,2.6226043701171875e-06
604,right,49,49,0.0016989707946777344
605,up,49,49,2.6226043701171875e-06
606,right,49,49,1.9073486328125e-06
607,up,49,49,2.384185791015625e-06
608,right,49,49,1.6689300537109375e-06
609,up,49,49,2.384185791015625e-06
610,right,49,49,1.9073486328125e-06
611,up,49,49,2.86102294921875e-06
612,right,49,49,2.1457672119140625e-06
613,up,49,49,2.384185791015625e-06
614,right,49,49,1.6689300537109375e-06
615,up,49,49,2.384185791015625e-06
616,right,49,49,1.6689300537109375e-06
617,up,49,49,2.1457672119140625e-06
618,right,49,49,1.9073486328125e-06
619,up,49,49,2.384185791015625e-06
620,right,49,49,1.9073486328125e-06
621,up,49,49,2.6226043701171875e-06
622,right,49,49,1.6689300537109375e-06
623,up,49,49,2.6226043701171875e-06
624,right,49,49,1.6689300537109375e-06
625,up,49,49,2.1457672119140625e-06
626,right,49,49,2.1457672119140625e-06
627,up,49,49,2.384185791015625e-06
628,right,49,49,1.6689300537109375e-06
629,up,49,49,1.9073486328125e-06
630,right,49,49,2.1457672119140625e-06
631,up,49,49,2.384185791015625e-06
632,right,49,49,2.1457672119140625e-06
633,up,49,49,2.384185791015625e-06
634,right,49,49,1.6689300537109375e-06
635,up,49,49,2.384185791015625e-06
636,right,49,49,1.6689300537109375e-06
637,up,49,49,2.1457672119140625e-06
638,right,49,49,1.9073486328125e-06
639,up,49,49,2.384185791015625e-06
640,right,49,49,1.9073486328125e-06
641,up,49,49,1.9073486328125e-06
642,right,49,49,2.1457672119140625e-06
643,up,49,49,2.1457672119140625e-06
644,right,49,49,1.9073486328125e-06
645,up,49,49,2.384185791015625e-06
646,right,49,49,1.430511474609375e-06
647,up,49,49,2.384185791015625e-06
648,right,49,49,2.1457672119140625e-06
649,up,49,49,2.384185791015625e-06
650,right,49,49,1.6689300537109375e-06
651,up,49,49,2.384185791015625e-06
652,right,49,49,2.1457672119140625e-06
653,up,49,49,2.1457672119140625e-06
654,right,49,49,1.9073486328125e-06
655,up,49,49,2.1457672119140625e-06
656,right,49,49,2.1457672119140625e-06
657,up,49,49,2.384185791015625e-06
658,right,49,49,1.9073486328125e-06
659,up,49,49,1.9073486328125e-06
660,right,49,49,1.9073486328125e-06
661,up,49,49,2.384185791015625e-06
662,right,49,49,1.6689300537109375e-06
663,up,49,49,2.1457672119140625e-06
664,right,49,49,1.9073486328125e-06
665,up,49,49,1.9073486328125e-06
666,right,49,49,1.430511474609375e-06
667,up,49,49,2.6226043701171875e-06
668,right,49,49,2.6226043701171875e-06
669,up,49,49,2.384185791015625e-06
670,right,49,49,1.9073486328125e-06
671,up,49,49,2.384185791015625e-06
672,right,49,49,1.6689300537109375e-06
673,up,49,49,2.6226043701171875e-06
674,right,49,49,1.6689300537109375e-06
675,up,49,49,2.384185791015625e-06
676,right,49,49,1.6689300537109375e-06
677,up,49,49,2.384185791015625e-06
678,right,49,49,1.6689300537109375e-06
679,up,49,49,2.384185791015625e-06
680,right,49,49,2.384185791015625e-06
681,up,49,49,2.86102294921875e-06
682,right,49,49,1.9073486328125e-06
683,up,49,49,4.0531158447265625e-06
684,right,49,49,2.1457672119140625e-06
685,up,49,49,2.384185791015625e-06
686,right,49,49,2.1457672119140625e-06
687,up,49,49,2.384185791015625e-06
688,right,49,49,1.9073486328125e-06
689,up,49,49,2.1457672119140625e-06
690,right,49,49,1.9073486328125e-06
691,up,49,49,2.384185791015625e-06
692,right,49,49,1.6689300537109375e-06
693,up,49,49,2.1457672119140625e-06
694,right,49,49,2.1457672119140625e-06
695,up,49,49,2.1457672119140625e-06
696,right,49,49,2.1457672119140625e-06
697,up,49,49,2.1457672119140625e-06
698,right,49,49,1.9073486328125e-06
699,up,49,49,2.384185791015625e-06
700,right,49,49,1.6689300537109375e-06
701,up,49,49,2.1457672119140625e-06
702,right,49,49,1.9073486328125e-06
703,up,49,49,2.1457672119140625e-06
704,right,49,49,1.6689300537109375e-06
705,up,49,49,2.1457672119140625e-06
706,right,49,49,1.9073486328125e-06
707,up,49,49,2.1457672119140625e-06
708,right,49,49,1.9073486328125e-06
709,up,49,49,2.384185791015625e-06
710,right,49,49,1.6689300537109375e-06
711,up,49,49,1.9073486328125e-06
712,right,49,49,2.384185791015625e-06
713,up,49,49,2.1457672119140625e-06
714,right,49,49,1.6689300537109375e-06
715,up,49,49,2.384185791015625e-06
716,right,49,49,1.6689300537109375e-06
717,up,49,49,2.384185791015625e-06
