iteration,direction,points_sent,points_received,time
208,left,49,49,1.9073486328125e-06
209,down,49,49,1.9073486328125e-06
210,left,49,49,1.430511474609375e-06
211,down,49,49,1.9073486328125e-06
212,left,49,49,1.430511474609375e-06
213,down,49,49,1.6689300537109375e-06
214,left,49,49,1.9073486328125e-06
215,down,49,49,1.6689300537109375e-06
216,left,49,49,1.9073486328125e-06
217,down,49,49,1.9073486328125e-06
218,left,49,49,1.430511474609375e-06
219,down,49,49,1.9073486328125e-06
220,left,49,49,1.430511474609375e-06
221,down,49,49,1.9073486328125e-06
222,left,49,49,1.430511474609375e-06
223,down,49,49,1.9073486328125e-06
224,left,49,49,1.430511474609375e-06
225,down,49,49,2.1457672119140625e-06
226,left,49,49,1.430511474609375e-06
227,down,49,49,1.9073486328125e-06
228,left,49,49,1.6689300537109375e-06
229,down,49,49,1.9073486328125e-06
230,left,49,49,1.9073486328125e-06
231,down,49,49,1.6689300537109375e-06
232,left,49,49,1.6689300537109375e-06
233,down,49,49,1.6689300537109375e-06
234,left,49,49,1.6689300537109375e-06
235,down,49,49,1.6689300537109375e-06
236,left,49,49,1.9073486328125e-06
237,down,49,49,1.6689300537109375e-06
238,left,49,49,1.6689300537109375e-06
239,down,49,49,1.6689300537109375e-06
240,left,49,49,1.6689300537109375e-06
241,down,49,49,1.6689300537109375e-06
242,left,49,49,1.9073486328125e-06
243,down,49,49,1.6689300537109375e-06
244,left,49,49,2.384185791015625e-06
245,down,49,49,1.6689300537109375e-06
246,left,49,49,1.430511474609375e-06
247,down,49,49,1.6689300537109375e-06
248,left,49,49,1.6689300537109375e-06
249,down,49,49,2.1457672119140625e-06
250,left,49,49,1.430511474609375e-06
251,down,49,49,1.9073486328125e-06
252,left,49,49,1.430511474609375e-06
253,down,49,49,1.9073486328125e-06
254,left,49,49,1.6689300537109375e-06
255,down,49,49,1.6689300537109375e-06
256,left,49,49,1.6689300537109375e-06
257,down,49,49,2.1457672119140625e-06
258,left,49,49,1.430511474609375e-06
259,down,49,49,1.6689300537109375e-06
260,left,49,49,1.6689300537109375e-06
261,down,49,49,1.4781951904296875e-05
262,left,49,49,2.6226043701171875e-06
263,down,49,49,1.6689300537109375e-06
264,left,49,49,1.9073486328125e-06
265,down,49,49,1.9073486328125e-06
266,left,49,49,1.6689300537109375e-06
267,down,49,49,1.9073486328125e-06
268,left,49,49,2.1457672119140625e-06
269,down,49,49,2.1457672119140625e-06
270,left,49,49,1.9073486328125e-06
271,down,49,49,1.9073486328125e-06
272,left,49,49,1.9073486328125e-06
273,down,49,49,1.9073486328125e-06
274,left,49,49,1.6689300537109375e-06
275,down,49,49,1.9073486328125e-06
276,left,49,49,1.430511474609375e-06
277,down,49,49,1.6689300537109375e-06
278,left,49,49,1.430511474609375e-06
279,down,49,49,1.9073486328125e-06
280,left,49,49,2.1457672119140625e-06
281,down,49,49,1.6689300537109375e-06
282,left,49,49,1.6689300537109375e-06
283,down,49,49,1.9073486328125e-06
284,left,49,49,1.430511474609375e-06
285,down,49,49,1.9073486328125e-06
286,left,49,49,2.1457672119140625e-06
287,down,49,49,1.430511474609375e-06
288,left,49,49,1.9073486328125e-06
289,down,49,49,1.6689300537109375e-06
290,left,49,49,1.6689300537109375e-06
291,down,49,49,1.9073486328125e-06
292,left,49,49,1.6689300537109375e-06
293,down,49,49,1.6689300537109375e-06
294,left,49,49,1.6689300537109375e-06
295,down,49,49,1.9073486328125e-06
296,left,49,49,1.9073486328125e-06
297,down,49,49,1.9073486328125e-06
298,left,49,49,1.9073486328125e-06
299,down,49,49,1.9073486328125e-06
300,left,49,49,1.6689300537109375e-06
301,down,49,49,1.6689300537109375e-06
302,left,49,49,1.6689300537109375e-06
303,down,49,49,1.9073486328125e-06
304,left,49,49,1.6689300537109375e-06
305,down,49,49,4.5299530029296875e-06
306,left,49,49,1.9073486328125e-06
307,down,49,49,3.0994415283203125e-06
308,left,49,49,1.430511474609375e-06
309,down,49,49,2.1457672119140625e-06
310,left,49,49,1.9073486328125e-06
311,down,49,49,1.9073486328125e-06
312,left,49,49,2.1457672119140625e-06
313,down,49,49,2.1457672119140625e-06
314,left,49,49,1.6689300537109375e-06
315,down,49,49,1.6689300537109375e-06
316,left,49,49,1.6689300537109375e-06
317,down,49,49,1.9073486328125e-06
318,left,49,49,1.6689300537109375e-06
319,down,49,49,1.430511474609375e-06
320,left,49,49,1.6689300537109375e-06
321,down,49,49,2.1457672119140625e-06
322,left,49,49,1.9073486328125e-06
323,down,49,49,1.6689300537109375e-06
324,left,49,49,2.384185791015625e-06
325,down,49,49,1.4543533325195312e-05
326,left,49,49,2.384185791015625e-06
327,down,49,49,1.9073486328125e-06
328,left,49,49,1.430511474609375e-06
329,down,49,49,1.9073486328125e-06
330,left,49,49,1.6689300537109375e-06
331,down,49,49,1.6689300537109375e-06
332,left,49,49,1.6689300537109375e-06
333,down,49,49,1.6689300537109375e-06
334,left,49,49,1.9073486328125e-06
335,down,49,49,1.430511474609375e-06
336,left,49,49,1.6689300537109375e-06
337,down,49,49,1.9073486328125e-06
338,left,49,49,1.430511474609375e-06
339,down,49,49,1.6689300537109375e-06
340,left,49,49,1.6689300537109375e-06
341,down,49,49,1.6689300537109375e-06
342,left,49,49,1.6689300537109375e-06
343,down,49,49,1.6689300537109375e-06
344,left,49,49,1.9073486328125e-06
345,down,49,49,1.6689300537109375e-06
346,left,49,49,1.6689300537109375e-06
347,down,49,49,1.9073486328125e-06
348,left,49,49,1.6689300537109375e-06
349,down,49,49,1.9073486328125e-06
350,left,49,49,1.430511474609375e-06
351,down,49,49,1.6689300537109375e-06
352,left,49,49,1.6689300537109375e-06
353,down,49,49,1.9073486328125e-06
354,left,49,49,1.9073486328125e-06
355,down,49,49,1.9073486328125e-06
356,left,49,49,2.1457672119140625e-06
357,down,49,49,2.1457672119140625e-06
358,left,49,49,3.814697265625e-06
359,down,49,49,1.6689300537109375e-06
360,left,49,49,1.9073486328125e-06
361,down,49,49,2.1457672119140625e-06
362,left,49,49,2.6226043701171875e-06
363,down,49,49,1.6689300537109375e-06
364,left,49,49,1.6689300537109375e-06
365,down,49,49,1.6689300537109375e-06
366,left,49,49,1.9073486328125e-06
367,down,49,49,1.9073486328125e-06
368,left,49,49,1.430511474609375e-06
369,down,49,49,1.6689300537109375e-06
370,left,49,49,2.384185791015625e-06
371,down,49,49,1.430511474609375e-06
372,left,49,49,2.1457672119140625e-06
373,down,49,49,1.6689300537109375e-06
374,left,49,49,1.430511474609375e-06
375,down,49,49,1.9073486328125e-06
376,left,49,49,1.6689300537109375e-06
377,down,49,49,1.9073486328125e-06
378,left,49,49,1.6689300537109375e-06
379,down,49,49,1.6689300537109375e-06
380,left,49,49,1.6689300537109375e-06
381,down,49,49,1.9073486328125e-06
382,left,49,49,2.1457672119140625e-06
383,down,49,49,1.6689300537109375e-06
384,left,49,49,1.9073486328125e-06
385,down,49,49,1.6689300537109375e-06
386,left,49,49,1.6689300537109375e-06
387,down,49,49,1.9073486328125e-06
388,left,49,49,1.430511474609375e-06
389,down,49,49,1.6689300537109375e-06
390,left,49,49,1.6689300537109375e-06
391,down,49,49,1.9073486328125e-06
392,left,49,49,2.1457672119140625e-06
393,down,49,49,1.9073486328125e-06
394,left,49,49,1.430511474609375e-06
395,down,49,49,1.6689300537109375e-06
396,left,49,49,1.9073486328125e-06
397,down,49,49,1.6689300537109375e-06
398,left,49,49,1.9073486328125e-06
399,down,49,49,1.6689300537109375e-06
400,left,49,49,1.6689300537109375e-06
401,down,49,49,1.430511474609375e-06
402,left,49,49,1.9073486328125e-06
403,down,49,49,1.6689300537109375e-06
404,left,49,49,1.9073486328125e-06
405,down,49,49,3.5762786865234375e-06
406,left,49,49,1.6689300537109375e-06
407,down,49,49,1.9073486328125e-06
408,left,49,49,1.6689300537109375e-06
409,down,49,49,1.6689300537109375e-06
410,left,49,49,1.6689300537109375e-06
411,down,49,49,2.1457672119140625e-06
412,left,49,49,1.9073486328125e-06
413,down,49,49,2.6226043701171875e-06
414,left,49,49,1.9073486328125e-06
415,down,49,49,2.1457672119140625e-06
416,left,49,49,1.6689300537109375e-06
417,down,49,49,3.814697265625e-06
418,left,49,49,1.9073486328125e-06
419,down,49,49,1.6689300537109375e-06
420,left,49,49,1.6689300537109375e-06
421,down,49,49,1.9073486328125e-06
422,left,49,49,2.384185791015625e-06
423,down,49,49,1.6689300537109375e-06
424,left,49,49,2.1457672119140625e-06
425,down,49,49,1.9073486328125e-06
426,left,49,49,1.430511474609375e-06
427,down,49,49,1.6689300537109375e-06
428,left,49,49,1.6689300537109375e-06
429,down,49,49,1.430511474609375e-06
430,left,49,49,1.9073486328125e-06
431,down,49,49,1.6689300537109375e-06
432,left,49,49,1.6689300537109375e-06
433,down,49,49,2.1457672119140625e-06
434,left,49,49,1.6689300537109375e-06
435,down,49,49,1.6689300537109375e-06
436,left,49,49,1.9073486328125e-06
437,down,49,49,1.6689300537109375e-06
438,left,49,49,1.430511474609375e-06
439,down,49,49,1.9073486328125e-06
440,left,49,49,1.430511474609375e-06
441,down,49,49,1.9073486328125e-06
442,left,49,49,1.6689300537109375e-06
443,down,49,49,1.430511474609375e-06
444,left,49,49,1.6689300537109375e-06
445,down,49,49,1.6689300537109375e-06
446,left,49,49,1.6689300537109375e-06
447,down,49,49,2.1457672119140625e-06
448,left,49,49,1.6689300537109375e-06
449,down,49,49,3.337860107421875e-06
450,left,49,49,1.430511474609375e-06
451,down,49,49,1.9073486328125e-06
452,left,49,49,1.430511474609375e-06
453,down,49,49,1.5497207641601562e-05
454,left,49,49,1.430511474609375e-06
455,down,49,49,1.9073486328125e-06
456,left,49,49,1.6689300537109375e-06
457,down,49,49,1.6689300537109375e-06
458,left,49,49,2.1457672119140625e-06
459,down,49,49,1.6689300537109375e-06
460,left,49,49,1.6689300537109375e-06
461,down,49,49,1.430511474609375e-06
462,left,49,49,1.9073486328125e-06
463,down,49,49,2.1457672119140625e-06
464,left,49,49,1.6689300537109375e-06
465,down,49,49,1.9073486328125e-06
466,left,49,49,1.430511474609375e-06
467,down,49,49,1.6689300537109375e-06
468,left,49,49,1.430511474609375e-06
469,down,49,49,1.9073486328125e-06
470,left,49,49,1.430511474609375e-06
471,down,49,49,1.430511474609375e-06
472,left,49,49,2.1457672119140625e-06
473,down,49,49,1.430511474609375e-06
474,left,49,49,1.9073486328125e-06
475,down,49,49,1.6689300537109375e-06
476,left,49,49,1.6689300537109375e-06
477,down,49,49,1.9073486328125e-06
478,left,49,49,1.430511474609375e-06
479,down,49,49,1.6689300537109375e-06
480,left,49,49,1.6689300537109375e-06
481,down,49,49,1.430511474609375e-06
482,left,49,49,1.6689300537109375e-06
483,down,49,49,1.430511474609375e-06
484,left,49,49,1.6689300537109375e-06
485,down,49,49,1.6689300537109375e-06
486,left,49,49,1.6689300537109375e-06
487,down,49,49,1.9073486328125e-06
488,left,49,49,1.430511474609375e-06
489,down,49,49,1.9073486328125e-06
490,left,49,49,1.6689300537109375e-06
491,down,49,49,1.6689300537109375e-06
492,left,49,49,1.9073486328125e-06
493,down,49,49,1.9073486328125e-06
494,left,49,49,1.9073486328125e-06
495,down,49,49,1.9073486328125e-06
496,left,49,49,2.384185791015625e-06
497,down,49,49,1.9073486328125e-06
498,left,49,49,1.6689300537109375e-06
499,down,49,49,1.9073486328125e-06
500,left,49,49,1.430511474609375e-06
501,down,49,49,1.6689300537109375e-06
502,left,49,49,1.6689300537109375e-06
503,down,49,49,1.9073486328125e-06
504,left,49,49,1.430511474609375e-06
505,down,49,49,1.9073486328125e-06
506,left,49,49,1.430511474609375e-06
507,down,49,49,1.6689300537109375e-06
508,left,49,49,1.430511474609375e-06
509,down,49,49,1.430511474609375e-06
510,left,49,49,1.6689300537109375e-06
511,down,49,49,1.6689300537109375e-06
512,left,49,49,1.6689300537109375e-06
513,down,49,49,1.9073486328125e-06
514,left,49,49,1.6689300537109375e-06
515,down,49,49,3.0994415283203125e-06
516,left,49,49,1.9073486328125e-06
517,down,49,49,1.621246337890625e-05
518,left,49,49,1.6689300537109375e-06
519,down,49,49,1.6689300537109375e-06
520,left,49,49,1.9073486328125e-06
521,down,49,49,1.9073486328125e-06
522,left,49,49,1.9073486328125e-06
523,down,49,49,1.9073486328125e-06
524,left,49,49,1.9073486328125e-06
525,down,49,49,1.6689300537109375e-06
526,left,49,49,2.1457672119140625e-06
527,down,49,49,1.9073486328125e-06
528,left,49,49,1.9073486328125e-06
529,down,49,49,2.1457672119140625e-06
530,left,49,49,1.6689300537109375e-06
531,down,49,49,2.1457672119140625e-06
532,left,49,49,1.430511474609375e-06
533,down,49,49,1.6689300537109375e-06
534,left,49,49,1.9073486328125e-06
535,down,49,49,1.9073486328125e-06
536,left,49,49,1.6689300537109375e-06
537,down,49,49,1.430511474609375e-06
538,left,49,49,1.9073486328125e-06
539,down,49,49,1.6689300537109375e-06
540,left,49,49,1.430511474609375e-06
541,down,49,49,1.9073486328125e-06
542,left,49,49,1.430511474609375e-06
543,down,49,49,2.1457672119140625e-06
544,left,49,49,1.430511474609375e-06
545,down,49,49,1.9073486328125e-06
546,left,49,49,1.430511474609375e-06
547,down,49,49,1.9073486328125e-06
548,left,49,49,1.6689300537109375e-06
549,down,49,49,2.1457672119140625e-06
550,left,49,49,1.6689300537109375e-06
551,down,49,49,1.9073486328125e-06
552,left,49,49,1.430511474609375e-06
553,down,49,49,1.6689300537109375e-06
554,left,49,49,1.9073486328125e-06
555,down,49,49,1.6689300537109375e-06
556,left,49,49,1.430511474609375e-06
557,down,49,49,1.6689300537109375e-06
558,left,49,49,1.9073486328125e-06
559,down,49,49,1.9073486328125e-06
560,left,49,49,1.430511474609375e-06
561,down,49,49,1.6689300537109375e-06
562,left,49,49,1.6689300537109375e-06
563,down,49,49,1.9073486328125e-06
564,left,49,49,2.1457672119140625e-06
565,down,49,49,1.9073486328125e-06
566,left,49,49,1.430511474609375e-06
567,down,49,49,1.6689300537109375e-06
568,left,49,49,1.9073486328125e-06
569,down,49,49,1.6689300537109375e-06
570,left,49,49,1.430511474609375e-06
571,down,49,49,1.9073486328125e-06
572,left,49,49,1.6689300537109375e-06
573,down,49,49,1.9073486328125e-06
574,left,49,49,1.430511474609375e-06
575,down,49,49,1.6689300537109375e-06
576,left,49,49,1.430511474609375e-06
577,down,49,49,1.9073486328125e-06
578,left,49,49,1.6689300537109375e-06
579,down,49,49,1.6689300537109375e-06
580,left,49,49,1.9073486328125e-06
581,down,49,49,1.5497207641601562e-05
582,left,49,49,2.6226043701171875e-06
583,down,49,49,1.9073486328125e-06
584,left,49,49,2.1457672119140625e-06
585,down,49,49,1.9073486328125e-06
586,left,49,49,1.9073486328125e-06
587,down,49,49,1.6689300537109375e-06
588,left,49,49,1.6689300537109375e-06
589,down,49,49,1.9073486328125e-06
590,left,49,49,1.430511474609375e-06
591,down,49,49,1.6689300537109375e-06
592,left,49,49,1.6689300537109375e-06
593,down,49,49,1.9073486328125e-06
594,left,49,49,2.1457672119140625e-06
595,down,49,49,1.9073486328125e-06
596,left,49,49,1.6689300537109375e-06
597,down,49,49,1.6689300537109375e-06
598,left,49,49,1.9073486328125e-06
599,down,49,49,1.9073486328125e-06
600,left,49,49,2.1457672119140625e-06
601,down,49,49,1.9073486328125e-06
602,left,49,49,1.430511474609375e-06
603,down,49,49,1.9073486328125e-06
604,left,49,49,1.430511474609375e-06
605,down,49,49,1.9073486328125e-06
606,left,49,49,1.9073486328125e-06
607,down,49,49,1.9073486328125e-06
608,left,49,49,1.6689300537109375e-06
609,down,49,49,2.1457672119140625e-06
610,left,49,49,1.6689300537109375e-06
611,down,49,49,1.9073486328125e-06
612,left,49,49,1.9073486328125e-06
613,down,49,49,1.9073486328125e-06
614,left,49,49,1.6689300537109375e-06
615,down,49,49,2.1457672119140625e-06
616,left,49,49,1.430511474609375e-06
617,down,49,49,1.6689300537109375e-06
618,left,49,49,1.9073486328125e-06
619,down,49,49,1.6689300537109375e-06
620,left,49,49,1.430511474609375e-06
621,down,49,49,1.9073486328125e-06
622,left,49,49,1.430511474609375e-06
623,down,49,49,1.6689300537109375e-06
624,left,49,49,1.6689300537109375e-06
625,down,49,49,1.9073486328125e-06
626,left,49,49,1.6689300537109375e-06
627,down,49,49,1.9073486328125e-06
628,left,49,49,1.430511474609375e-06
629,down,49,49,1.6689300537109375e-06
630,left,49,49,1.9073486328125e-06
631,down,49,49,1.9073486328125e-06
632,left,49,49,1.6689300537109375e-06
633,down,49,49,1.6689300537109375e-06
634,left,49,49,1.6689300537109375e-06
635,down,49,49,2.1457672119140625e-06
636,left,49,49,1.430511474609375e-06
637,down,49,49,1.9073486328125e-06
638,left,49,49,1.430511474609375e-06
639,down,49,49,1.430511474609375e-06
640,left,49,49,1.9073486328125e-06
641,down,49,49,1.6689300537109375e-06
642,left,49,49,1.6689300537109375e-06
643,down,49,49,1.6689300537109375e-06
644,left,49,49,1.6689300537109375e-06
645,down,49,49,1.4066696166992188e-05
646,left,49,49,1.6689300537109375e-06
647,down,49,49,1.9073486328125e-06
648,left,49,49,1.9073486328125e-06
649,down,49,49,1.9073486328125e-06
650,left,49,49,1.6689300537109375e-06
651,down,49,49,1.6689300537109375e-06
652,left,49,49,1.9073486328125e-06
653,down,49,49,1.430511474609375e-06
654,left,49,49,1.9073486328125e-06
655,down,49,49,1.9073486328125e-06
656,left,49,49,1.430511474609375e-06
657,down,49,49,2.1457672119140625e-06
658,left,49,49,1.430511474609375e-06
659,down,49,49,1.6689300537109375e-06
660,left,49,49,1.9073486328125e-06
661,down,49,49,1.9073486328125e-06
662,left,49,49,1.430511474609375e-06
663,down,49,49,1.6689300537109375e-06
664,left,49,49,1.6689300537109375e-06
665,down,49,49,1.6689300537109375e-06
666,left,49,49,1.6689300537109375e-06
667,down,49,49,2.1457672119140625e-06
668,left,49,49,1.9073486328125e-06
669,down,49,49,1.9073486328125e-06
670,left,49,49,1.9073486328125e-06
671,down,49,49,1.9073486328125e-06
672,left,49,49,1.430511474609375e-06
673,down,49,49,1.6689300537109375e-06
674,left,49,49,1.9073486328125e-06
675,down,49,49,1.6689300537109375e-06
676,left,49,49,2.384185791015625e-06
677,down,49,49,2.1457672119140625e-06
678,left,49,49,1.6689300537109375e-06
679,down,49,49,1.6689300537109375e-06
680,left,49,49,1.9073486328125e-06
681,down,49,49,2.1457672119140625e-06
682,left,49,49,1.9073486328125e-06
683,down,49,49,1.9073486328125e-06
684,left,49,49,1.9073486328125e-06
685,down,49,49,3.337860107421875e-06
686,left,49,49,1.9073486328125e-06
687,down,49,49,1.6689300537109375e-06
688,left,49,49,1.6689300537109375e-06
689,down,49,49,1.9073486328125e-06
690,left,49,49,1.9073486328125e-06
691,down,49,49,1.6689300537109375e-06
692,left,49,49,1.430511474609375e-06
693,down,49,49,1.430511474609375e-06
694,left,49,49,1.6689300537109375e-06
695,down,49,49,2.1457672119140625e-06
696,left,49,49,1.430511474609375e-06
697,down,49,49,2.1457672119140625e-06
698,left,49,49,1.430511474609375e-06
699,down,49,49,1.9073486328125e-06
700,left,49,49,1.6689300537109375e-06
701,down,49,49,1.6689300537109375e-06
702,left,49,49,1.6689300537109375e-06
703,down,49,49,1.430511474609375e-06
704,left,49,49,1.6689300537109375e-06
705,down,49,49,1.6689300537109375e-06
706,left,49,49,1.6689300537109375e-06
707,down,49,49,1.6689300537109375e-06
708,left,49,49,1.6689300537109375e-06
709,down,49,49,1.4066696166992188e-05
710,left,49,49,1.9073486328125e-06
711,down,49,49,1.6689300537109375e-06
712,left,49,49,1.6689300537109375e-06
713,down,49,49,1.9073486328125e-06
714,left,49,49,1.6689300537109375e-06
715,down,49,49,1.9073486328125e-06
716,left,49,49,1.430511474609375e-06
