Configuração,Processos,Tempo Exec Médio,Tempo Exec Máximo,Tempo Comm Médio,Overhead Médio,Speedup,Eficiência
2x2,4,1228.7289s,1228.7289s,0.4107s,0.03%,1.00,25.00%
