x,y,stable
-2.0,0.0,0.0
-2.0,0.020000000000000018,0.0
-2.0,0.040000000000000036,0.0
-2.0,0.06000000000000005,0.0
-2.0,0.08000000000000007,0.0
-2.0,0.10000000000000009,0.0
-2.0,0.1200000000000001,0.0
-2.0,0.14000000000000012,0.0
-2.0,0.16000000000000014,0.0
-2.0,0.18000000000000016,0.0
-2.0,0.20000000000000018,0.0
-2.0,0.2200000000000002,0.0
-2.0,0.2400000000000002,0.0
-2.0,0.26000000000000023,0.0
-2.0,0.28000000000000025,0.0
-2.0,0.30000000000000027,0.0
-2.0,0.31999999999999984,0.0
-2.0,0.33999999999999986,0.0
-2.0,0.3599999999999999,0.0
-2.0,0.3799999999999999,0.0
-2.0,0.3999999999999999,0.0
-2.0,0.41999999999999993,0.0
-2.0,0.43999999999999995,0.0
-2.0,0.45999999999999996,0.0
-2.0,0.48,0.0
-2.0,0.5,0.0
-2.0,0.52,0.0
-2.0,0.54,0.0
-2.0,0.56,0.0
-2.0,0.5800000000000001,0.0
-2.0,0.6000000000000001,0.0
-2.0,0.6200000000000001,0.0
-2.0,0.6400000000000001,0.0
-2.0,0.6600000000000001,0.0
-2.0,0.6800000000000002,0.0
-2.0,0.7000000000000002,0.0
-2.0,0.7200000000000002,0.0
-2.0,0.7400000000000002,0.0
-2.0,0.7600000000000002,0.0
-2.0,0.7800000000000002,0.0
-2.0,0.8000000000000003,0.0
-2.0,0.8199999999999998,0.0
-2.0,0.8399999999999999,0.0
-2.0,0.8599999999999999,0.0
-2.0,0.8799999999999999,0.0
-2.0,0.8999999999999999,0.0
-2.0,0.9199999999999999,0.0
-2.0,0.94,0.0
-2.0,0.96,0.0
-2.0,0.98,0.0
-2.0,1.0,0.0
-2.0,1.02,0.0
-2.0,1.04,0.0
-2.0,1.06,0.0
-2.0,1.08,0.0
-2.0,1.1,0.0
-2.0,1.12,0.0
-2.0,1.1400000000000001,0.0
-2.0,1.1600000000000001,0.0
-2.0,1.1800000000000002,0.0
-2.0,1.2000000000000002,0.0
-2.0,1.2200000000000002,0.0
-2.0,1.2400000000000002,0.0
-2.0,1.2600000000000002,0.0
-2.0,1.2800000000000002,0.0
-2.0,1.3000000000000003,0.0
-2.0,1.3200000000000003,0.0
-2.0,1.3399999999999999,0.0
-2.0,1.3599999999999999,0.0
-2.0,1.38,0.0
-2.0,1.4,0.0
-2.0,1.42,0.0
-2.0,1.44,0.0
-2.0,1.46,0.0
-2.0,1.48,0.0
-2.0,1.5,0.0
-2.0,1.52,0.0
-2.0,1.54,0.0
-2.0,1.56,0.0
-2.0,1.58,0.0
-2.0,1.6,0.0
-2.0,1.62,0.0
-2.0,1.6400000000000001,0.0
-2.0,1.6600000000000001,0.0
-2.0,1.6800000000000002,0.0
-2.0,1.7000000000000002,0.0
-2.0,1.7200000000000002,0.0
-2.0,1.7400000000000002,0.0
-2.0,1.7600000000000002,0.0
-2.0,1.7800000000000002,0.0
-2.0,1.8000000000000003,0.0
-2.0,1.8200000000000003,0.0
-2.0,1.8399999999999999,0.0
-2.0,1.8599999999999999,0.0
-2.0,1.88,0.0
-2.0,1.9,0.0
-2.0,1.92,0.0
-2.0,1.94,0.0
-2.0,1.96,0.0
-2.0,1.98,0.0
-2.0,2.0,0.0
-1.98,-2.0,0.0
-1.98,-1.98,0.0
-1.98,-1.96,0.0
-1.98,-1.94,0.0
-1.98,-1.92,0.0
-1.98,-1.9,0.0
-1.98,-1.88,0.0
-1.98,-1.8599999999999999,0.0
-1.98,-1.84,0.0
-1.98,-1.82,0.0
-1.98,-1.8,0.0
-1.98,-1.78,0.0
-1.98,-1.76,0.0
-1.98,-1.74,0.0
-1.98,-1.72,0.0
-1.98,-1.7,0.0
-1.98,-1.68,0.0
-1.98,-1.66,0.0
-1.98,-1.6400000000000001,0.0
-1.98,-1.62,0.0
-1.98,-1.6,0.0
-1.98,-1.58,0.0
-1.98,-1.56,0.0
-1.98,-1.54,0.0
-1.98,-1.52,0.0
-1.98,-1.5,0.0
-1.98,-1.48,0.0
-1.98,-1.46,0.0
-1.98,-1.44,0.0
-1.98,-1.42,0.0
-1.98,-1.4,0.0
-1.98,-1.38,0.0
-1.98,-1.3599999999999999,0.0
-1.98,-1.3399999999999999,0.0
-1.98,-1.3199999999999998,0.0
-1.98,-1.2999999999999998,0.0
-1.98,-1.28,0.0
-1.98,-1.26,0.0
-1.98,-1.24,0.0
-1.98,-1.22,0.0
-1.98,-1.2,0.0
-1.98,-1.18,0.0
-1.98,-1.1600000000000001,0.0
-1.98,-1.1400000000000001,0.0
-1.98,-1.12,0.0
-1.98,-1.1,0.0
-1.98,-1.08,0.0
-1.98,-1.06,0.0
-1.98,-1.04,0.0
-1.98,-1.02,0.0
-1.98,-1.0,0.0
-1.98,-0.98,0.0
-1.98,-0.96,0.0
-1.98,-0.94,0.0
-1.98,-0.9199999999999999,0.0
-1.98,-0.8999999999999999,0.0
-1.98,-0.8799999999999999,0.0
-1.98,-0.8599999999999999,0.0
-1.98,-0.8400000000000001,0.0
-1.98,-0.8200000000000001,0.0
-1.98,-0.8,0.0
-1.98,-0.78,0.0
-1.98,-0.76,0.0
-1.98,-0.74,0.0
-1.98,-0.72,0.0
-1.98,-0.7,0.0
-1.98,-0.6799999999999999,0.0
-1.98,-0.6599999999999999,0.0
-1.98,-0.6399999999999999,0.0
-1.98,-0.6199999999999999,0.0
-1.98,-0.5999999999999999,0.0
-1.98,-0.5800000000000001,0.0
-1.98,-0.56,0.0
-1.98,-0.54,0.0
-1.98,-0.52,0.0
-1.98,-0.5,0.0
-1.98,-0.48,0.0
-1.98,-0.45999999999999996,0.0
-1.98,-0.43999999999999995,0.0
-1.98,-0.41999999999999993,0.0
-1.98,-0.3999999999999999,0.0
-1.98,-0.3799999999999999,0.0
-1.98,-0.3599999999999999,0.0
-1.98,-0.33999999999999986,0.0
-1.98,-0.32000000000000006,0.0
-1.98,-0.30000000000000004,0.0
-1.98,-0.28,0.0
-1.98,-0.26,0.0
-1.98,-0.24,0.0
-1.98,-0.21999999999999997,0.0
-1.98,-0.19999999999999996,0.0
-1.98,-0.17999999999999994,0.0
-1.98,-0.15999999999999992,0.0
-1.98,-0.1399999999999999,0.0
-1.98,-0.11999999999999988,0.0
-1.98,-0.09999999999999987,0.0
-1.98,-0.08000000000000007,0.0
-1.98,-0.06000000000000005,0.0
-1.98,-0.040000000000000036,0.0
-1.98,-0.020000000000000018,0.0
-1.98,0.0,0.0
-1.98,0.020000000000000018,0.0
-1.98,0.040000000000000036,0.0
-1.98,0.06000000000000005,0.0
-1.98,0.08000000000000007,0.0
-1.98,0.10000000000000009,0.0
-1.98,0.1200000000000001,0.0
-1.98,0.14000000000000012,0.0
-1.98,0.16000000000000014,0.0
-1.98,0.18000000000000016,0.0
-1.98,0.20000000000000018,0.0
-1.98,0.2200000000000002,0.0
-1.98,0.2400000000000002,0.0
-1.98,0.26000000000000023,0.0
-1.98,0.28000000000000025,0.0
-1.98,0.30000000000000027,0.0
-1.98,0.31999999999999984,0.0
-1.98,0.33999999999999986,0.0
-1.98,0.3599999999999999,0.0
-1.98,0.3799999999999999,0.0
-1.98,0.3999999999999999,0.0
-1.98,0.41999999999999993,0.0
-1.98,0.43999999999999995,0.0
-1.98,0.45999999999999996,0.0
-1.98,0.48,0.0
-1.98,0.5,0.0
-1.98,0.52,0.0
-1.98,0.54,0.0
-1.98,0.56,0.0
-1.98,0.5800000000000001,0.0
-1.98,0.6000000000000001,0.0
-1.98,0.6200000000000001,0.0
-1.98,0.6400000000000001,0.0
-1.98,0.6600000000000001,0.0
-1.98,0.6800000000000002,0.0
-1.98,0.7000000000000002,0.0
-1.98,0.7200000000000002,0.0
-1.98,0.7400000000000002,0.0
-1.98,0.7600000000000002,0.0
-1.98,0.7800000000000002,0.0
-1.98,0.8000000000000003,0.0
-1.98,0.8199999999999998,0.0
-1.98,0.8399999999999999,0.0
-1.98,0.8599999999999999,0.0
-1.98,0.8799999999999999,0.0
-1.98,0.8999999999999999,0.0
-1.98,0.9199999999999999,0.0
-1.98,0.94,0.0
-1.98,0.96,0.0
-1.98,0.98,0.0
-1.98,1.0,0.0
-1.98,1.02,0.0
-1.98,1.04,0.0
-1.98,1.06,0.0
-1.98,1.08,0.0
-1.98,1.1,0.0
-1.98,1.12,0.0
-1.98,1.1400000000000001,0.0
-1.98,1.1600000000000001,0.0
-1.98,1.1800000000000002,0.0
-1.98,1.2000000000000002,0.0
-1.98,1.2200000000000002,0.0
-1.98,1.2400000000000002,0.0
-1.98,1.2600000000000002,0.0
-1.98,1.2800000000000002,0.0
-1.98,1.3000000000000003,0.0
-1.98,1.3200000000000003,0.0
-1.98,1.3399999999999999,0.0
-1.98,1.3599999999999999,0.0
-1.98,1.38,0.0
-1.98,1.4,0.0
-1.98,1.42,0.0
-1.98,1.44,0.0
-1.98,1.46,0.0
-1.98,1.48,0.0
-1.98,1.5,0.0
-1.98,1.52,0.0
-1.98,1.54,0.0
-1.98,1.56,0.0
-1.98,1.58,0.0
-1.98,1.6,0.0
-1.98,1.62,0.0
-1.98,1.6400000000000001,0.0
-1.98,1.6600000000000001,0.0
-1.98,1.6800000000000002,0.0
-1.98,1.7000000000000002,0.0
-1.98,1.7200000000000002,0.0
-1.98,1.7400000000000002,0.0
-1.98,1.7600000000000002,0.0
-1.98,1.7800000000000002,0.0
-1.98,1.8000000000000003,0.0
-1.98,1.8200000000000003,0.0
-1.98,1.8399999999999999,0.0
-1.98,1.8599999999999999,0.0
-1.98,1.88,0.0
-1.98,1.9,0.0
-1.98,1.92,0.0
-1.98,1.94,0.0
-1.98,1.96,0.0
-1.98,1.98,0.0
-1.98,2.0,0.0
-1.96,-2.0,0.0
-1.96,-1.98,0.0
-1.96,-1.96,0.0
-1.96,-1.94,0.0
-1.96,-1.92,0.0
-1.96,-1.9,0.0
-1.96,-1.88,0.0
-1.96,-1.8599999999999999,0.0
-1.96,-1.84,0.0
-1.96,-1.82,0.0
-1.96,-1.8,0.0
-1.96,-1.78,0.0
-1.96,-1.76,0.0
-1.96,-1.74,0.0
-1.96,-1.72,0.0
-1.96,-1.7,0.0
-1.96,-1.68,0.0
-1.96,-1.66,0.0
-1.96,-1.6400000000000001,0.0
-1.96,-1.62,0.0
-1.96,-1.6,0.0
-1.96,-1.58,0.0
-1.96,-1.56,0.0
-1.96,-1.54,0.0
-1.96,-1.52,0.0
-1.96,-1.5,0.0
-1.96,-1.48,0.0
-1.96,-1.46,0.0
-1.96,-1.44,0.0
-1.96,-1.42,0.0
-1.96,-1.4,0.0
-1.96,-1.38,0.0
-1.96,-1.3599999999999999,0.0
-1.96,-1.3399999999999999,0.0
-1.96,-1.3199999999999998,0.0
-1.96,-1.2999999999999998,0.0
-1.96,-1.28,0.0
-1.96,-1.26,0.0
-1.96,-1.24,0.0
-1.96,-1.22,0.0
-1.96,-1.2,0.0
-1.96,-1.18,0.0
-1.96,-1.1600000000000001,0.0
-1.96,-1.1400000000000001,0.0
-1.96,-1.12,0.0
-1.96,-1.1,0.0
-1.96,-1.08,0.0
-1.96,-1.06,0.0
-1.96,-1.04,0.0
-1.96,-1.02,0.0
-1.96,-1.0,0.0
-1.96,-0.98,0.0
-1.96,-0.96,0.0
-1.96,-0.94,0.0
-1.96,-0.9199999999999999,0.0
-1.96,-0.8999999999999999,0.0
-1.96,-0.8799999999999999,0.0
-1.96,-0.8599999999999999,0.0
-1.96,-0.8400000000000001,0.0
-1.96,-0.8200000000000001,0.0
-1.96,-0.8,0.0
-1.96,-0.78,0.0
-1.96,-0.76,0.0
-1.96,-0.74,0.0
-1.96,-0.72,0.0
-1.96,-0.7,0.0
-1.96,-0.6799999999999999,0.0
-1.96,-0.6599999999999999,0.0
-1.96,-0.6399999999999999,0.0
-1.96,-0.6199999999999999,0.0
-1.96,-0.5999999999999999,0.0
-1.96,-0.5800000000000001,0.0
-1.96,-0.56,0.0
-1.96,-0.54,0.0
-1.96,-0.52,0.0
-1.96,-0.5,0.0
-1.96,-0.48,0.0
-1.96,-0.45999999999999996,0.0
-1.96,-0.43999999999999995,0.0
-1.96,-0.41999999999999993,0.0
-1.96,-0.3999999999999999,0.0
-1.96,-0.3799999999999999,0.0
-1.96,-0.3599999999999999,0.0
-1.96,-0.33999999999999986,0.0
-1.96,-0.32000000000000006,0.0
-1.96,-0.30000000000000004,0.0
-1.96,-0.28,0.0
-1.96,-0.26,0.0
-1.96,-0.24,0.0
-1.96,-0.21999999999999997,0.0
-1.96,-0.19999999999999996,0.0
-1.96,-0.17999999999999994,0.0
-1.96,-0.15999999999999992,0.0
-1.96,-0.1399999999999999,0.0
-1.96,-0.11999999999999988,0.0
-1.96,-0.09999999999999987,0.0
-1.96,-0.08000000000000007,0.0
-1.96,-0.06000000000000005,0.0
-1.96,-0.040000000000000036,0.0
-1.96,-0.020000000000000018,0.0
-1.96,0.0,0.0
-1.96,0.020000000000000018,0.0
-1.96,0.040000000000000036,0.0
-1.96,0.06000000000000005,0.0
-1.96,0.08000000000000007,0.0
-1.96,0.10000000000000009,0.0
-1.96,0.1200000000000001,0.0
-1.96,0.14000000000000012,0.0
-1.96,0.16000000000000014,0.0
-1.96,0.18000000000000016,0.0
-1.96,0.20000000000000018,0.0
-1.96,0.2200000000000002,0.0
-1.96,0.2400000000000002,0.0
-1.96,0.26000000000000023,0.0
-1.96,0.28000000000000025,0.0
-1.96,0.30000000000000027,0.0
-1.96,0.31999999999999984,0.0
-1.96,0.33999999999999986,0.0
-1.96,0.3599999999999999,0.0
-1.96,0.3799999999999999,0.0
-1.96,0.3999999999999999,0.0
-1.96,0.41999999999999993,0.0
-1.96,0.43999999999999995,0.0
-1.96,0.45999999999999996,0.0
-1.96,0.48,0.0
-1.96,0.5,0.0
-1.96,0.52,0.0
-1.96,0.54,0.0
-1.96,0.56,0.0
-1.96,0.5800000000000001,0.0
-1.96,0.6000000000000001,0.0
-1.96,0.6200000000000001,0.0
-1.96,0.6400000000000001,0.0
-1.96,0.6600000000000001,0.0
-1.96,0.6800000000000002,0.0
-1.96,0.7000000000000002,0.0
-1.96,0.7200000000000002,0.0
-1.96,0.7400000000000002,0.0
-1.96,0.7600000000000002,0.0
-1.96,0.7800000000000002,0.0
-1.96,0.8000000000000003,0.0
-1.96,0.8199999999999998,0.0
-1.96,0.8399999999999999,0.0
-1.96,0.8599999999999999,0.0
-1.96,0.8799999999999999,0.0
-1.96,0.8999999999999999,0.0
-1.96,0.9199999999999999,0.0
-1.96,0.94,0.0
-1.96,0.96,0.0
-1.96,0.98,0.0
-1.96,1.0,0.0
-1.96,1.02,0.0
-1.96,1.04,0.0
-1.96,1.06,0.0
-1.96,1.08,0.0
-1.96,1.1,0.0
-1.96,1.12,0.0
-1.96,1.1400000000000001,0.0
-1.96,1.1600000000000001,0.0
-1.96,1.1800000000000002,0.0
-1.96,1.2000000000000002,0.0
-1.96,1.2200000000000002,0.0
-1.96,1.2400000000000002,0.0
-1.96,1.2600000000000002,0.0
-1.96,1.2800000000000002,0.0
-1.96,1.3000000000000003,0.0
-1.96,1.3200000000000003,0.0
-1.96,1.3399999999999999,0.0
-1.96,1.3599999999999999,0.0
-1.96,1.38,0.0
-1.96,1.4,0.0
-1.96,1.42,0.0
-1.96,1.44,0.0
-1.96,1.46,0.0
-1.96,1.48,0.0
-1.96,1.5,0.0
-1.96,1.52,0.0
-1.96,1.54,0.0
-1.96,1.56,0.0
-1.96,1.58,0.0
-1.96,1.6,0.0
-1.96,1.62,0.0
-1.96,1.6400000000000001,0.0
-1.96,1.6600000000000001,0.0
-1.96,1.6800000000000002,0.0
-1.96,1.7000000000000002,0.0
-1.96,1.7200000000000002,0.0
-1.96,1.7400000000000002,0.0
-1.96,1.7600000000000002,0.0
-1.96,1.7800000000000002,0.0
-1.96,1.8000000000000003,0.0
-1.96,1.8200000000000003,0.0
-1.96,1.8399999999999999,0.0
-1.96,1.8599999999999999,0.0
-1.96,1.88,0.0
-1.96,1.9,0.0
-1.96,1.92,0.0
-1.96,1.94,0.0
-1.96,1.96,0.0
-1.96,1.98,0.0
-1.96,2.0,0.0
-1.94,-2.0,0.0
-1.94,-1.98,0.0
-1.94,-1.96,0.0
-1.94,-1.94,0.0
-1.94,-1.92,0.0
-1.94,-1.9,0.0
-1.94,-1.88,0.0
-1.94,-1.8599999999999999,0.0
-1.94,-1.84,0.0
-1.94,-1.82,0.0
-1.94,-1.8,0.0
-1.94,-1.78,0.0
-1.94,-1.76,0.0
-1.94,-1.74,0.0
-1.94,-1.72,0.0
-1.94,-1.7,0.0
-1.94,-1.68,0.0
-1.94,-1.66,0.0
-1.94,-1.6400000000000001,0.0
-1.94,-1.62,0.0
-1.94,-1.6,0.0
-1.94,-1.58,0.0
-1.94,-1.56,0.0
-1.94,-1.54,0.0
-1.94,-1.52,0.0
-1.94,-1.5,0.0
-1.94,-1.48,0.0
-1.94,-1.46,0.0
-1.94,-1.44,0.0
-1.94,-1.42,0.0
-1.94,-1.4,0.0
-1.94,-1.38,0.0
-1.94,-1.3599999999999999,0.0
-1.94,-1.3399999999999999,0.0
-1.94,-1.3199999999999998,0.0
-1.94,-1.2999999999999998,0.0
-1.94,-1.28,0.0
-1.94,-1.26,0.0
-1.94,-1.24,0.0
-1.94,-1.22,0.0
-1.94,-1.2,0.0
-1.94,-1.18,0.0
-1.94,-1.1600000000000001,0.0
-1.94,-1.1400000000000001,0.0
-1.94,-1.12,0.0
-1.94,-1.1,0.0
-1.94,-1.08,0.0
-1.94,-1.06,0.0
-1.94,-1.04,0.0
-1.94,-1.02,0.0
-1.94,-1.0,0.0
-1.94,-0.98,0.0
-1.94,-0.96,0.0
-1.94,-0.94,0.0
-1.94,-0.9199999999999999,0.0
-1.94,-0.8999999999999999,0.0
-1.94,-0.8799999999999999,0.0
-1.94,-0.8599999999999999,0.0
-1.94,-0.8400000000000001,0.0
-1.94,-0.8200000000000001,0.0
-1.94,-0.8,0.0
-1.94,-0.78,0.0
-1.94,-0.76,0.0
-1.94,-0.74,0.0
-1.94,-0.72,0.0
-1.94,-0.7,0.0
-1.94,-0.6799999999999999,0.0
-1.94,-0.6599999999999999,0.0
-1.94,-0.6399999999999999,0.0
-1.94,-0.6199999999999999,0.0
-1.94,-0.5999999999999999,0.0
-1.94,-0.5800000000000001,0.0
-1.94,-0.56,0.0
-1.94,-0.54,0.0
-1.94,-0.52,0.0
-1.94,-0.5,0.0
-1.94,-0.48,0.0
-1.94,-0.45999999999999996,0.0
-1.94,-0.43999999999999995,0.0
-1.94,-0.41999999999999993,0.0
-1.94,-0.3999999999999999,0.0
-1.94,-0.3799999999999999,0.0
-1.94,-0.3599999999999999,0.0
-1.94,-0.33999999999999986,0.0
-1.94,-0.32000000000000006,0.0
-1.94,-0.30000000000000004,0.0
-1.94,-0.28,0.0
-1.94,-0.26,0.0
-1.94,-0.24,0.0
-1.94,-0.21999999999999997,0.0
-1.94,-0.19999999999999996,0.0
-1.94,-0.17999999999999994,0.0
-1.94,-0.15999999999999992,0.0
-1.94,-0.1399999999999999,0.0
-1.94,-0.11999999999999988,0.0
-1.94,-0.09999999999999987,0.0
-1.94,-0.08000000000000007,0.0
-1.94,-0.06000000000000005,0.0
-1.94,-0.040000000000000036,0.0
-1.94,-0.020000000000000018,0.0
-1.94,0.0,0.0
-1.94,0.020000000000000018,0.0
-1.94,0.040000000000000036,0.0
-1.94,0.06000000000000005,0.0
-1.94,0.08000000000000007,0.0
-1.94,0.10000000000000009,0.0
-1.94,0.1200000000000001,0.0
-1.94,0.14000000000000012,0.0
-1.94,0.16000000000000014,0.0
-1.94,0.18000000000000016,0.0
-1.94,0.20000000000000018,0.0
-1.94,0.2200000000000002,0.0
-1.94,0.2400000000000002,0.0
-1.94,0.26000000000000023,0.0
-1.94,0.28000000000000025,0.0
-1.94,0.30000000000000027,0.0
-1.94,0.31999999999999984,0.0
-1.94,0.33999999999999986,0.0
-1.94,0.3599999999999999,0.0
-1.94,0.3799999999999999,0.0
-1.94,0.3999999999999999,0.0
-1.94,0.41999999999999993,0.0
-1.94,0.43999999999999995,0.0
-1.94,0.45999999999999996,0.0
-1.94,0.48,0.0
-1.94,0.5,0.0
-1.94,0.52,0.0
-1.94,0.54,0.0
-1.94,0.56,0.0
-1.94,0.5800000000000001,0.0
-1.94,0.6000000000000001,0.0
-1.94,0.6200000000000001,0.0
-1.94,0.6400000000000001,0.0
-1.94,0.6600000000000001,0.0
-1.94,0.6800000000000002,0.0
-1.94,0.7000000000000002,0.0
-1.94,0.7200000000000002,0.0
-1.94,0.7400000000000002,0.0
-1.94,0.7600000000000002,0.0
-1.94,0.7800000000000002,0.0
-1.94,0.8000000000000003,0.0
-1.94,0.8199999999999998,0.0
-1.94,0.8399999999999999,0.0
-1.94,0.8599999999999999,0.0
-1.94,0.8799999999999999,0.0
-1.94,0.8999999999999999,0.0
-1.94,0.9199999999999999,0.0
-1.94,0.94,0.0
-1.94,0.96,0.0
-1.94,0.98,0.0
-1.94,1.0,0.0
-1.94,1.02,0.0
-1.94,1.04,0.0
-1.94,1.06,0.0
-1.94,1.08,0.0
-1.94,1.1,0.0
-1.94,1.12,0.0
-1.94,1.1400000000000001,0.0
-1.94,1.1600000000000001,0.0
-1.94,1.1800000000000002,0.0
-1.94,1.2000000000000002,0.0
-1.94,1.2200000000000002,0.0
-1.94,1.2400000000000002,0.0
-1.94,1.2600000000000002,0.0
-1.94,1.2800000000000002,0.0
-1.94,1.3000000000000003,0.0
-1.94,1.3200000000000003,0.0
-1.94,1.3399999999999999,0.0
-1.94,1.3599999999999999,0.0
-1.94,1.38,0.0
-1.94,1.4,0.0
-1.94,1.42,0.0
-1.94,1.44,0.0
-1.94,1.46,0.0
-1.94,1.48,0.0
-1.94,1.5,0.0
-1.94,1.52,0.0
-1.94,1.54,0.0
-1.94,1.56,0.0
-1.94,1.58,0.0
-1.94,1.6,0.0
-1.94,1.62,0.0
-1.94,1.6400000000000001,0.0
-1.94,1.6600000000000001,0.0
-1.94,1.6800000000000002,0.0
-1.94,1.7000000000000002,0.0
-1.94,1.7200000000000002,0.0
-1.94,1.7400000000000002,0.0
-1.94,1.7600000000000002,0.0
-1.94,1.7800000000000002,0.0
-1.94,1.8000000000000003,0.0
-1.94,1.8200000000000003,0.0
-1.94,1.8399999999999999,0.0
-1.94,1.8599999999999999,0.0
-1.94,1.88,0.0
-1.94,1.9,0.0
-1.94,1.92,0.0
-1.94,1.94,0.0
-1.94,1.96,0.0
-1.94,1.98,0.0
-1.94,2.0,0.0
-1.92,-2.0,0.0
-1.92,-1.98,0.0
-1.92,-1.96,0.0
-1.92,-1.94,0.0
-1.92,-1.92,0.0
-1.92,-1.9,0.0
-1.92,-1.88,0.0
-1.92,-1.8599999999999999,0.0
-1.92,-1.84,0.0
-1.92,-1.82,0.0
-1.92,-1.8,0.0
-1.92,-1.78,0.0
-1.92,-1.76,0.0
-1.92,-1.74,0.0
-1.92,-1.72,0.0
-1.92,-1.7,0.0
-1.92,-1.68,0.0
-1.92,-1.66,0.0
-1.92,-1.6400000000000001,0.0
-1.92,-1.62,0.0
-1.92,-1.6,0.0
-1.92,-1.58,0.0
-1.92,-1.56,0.0
-1.92,-1.54,0.0
-1.92,-1.52,0.0
-1.92,-1.5,0.0
-1.92,-1.48,0.0
-1.92,-1.46,0.0
-1.92,-1.44,0.0
-1.92,-1.42,0.0
-1.92,-1.4,0.0
-1.92,-1.38,0.0
-1.92,-1.3599999999999999,0.0
-1.92,-1.3399999999999999,0.0
-1.92,-1.3199999999999998,0.0
-1.92,-1.2999999999999998,0.0
-1.92,-1.28,0.0
-1.92,-1.26,0.0
-1.92,-1.24,0.0
-1.92,-1.22,0.0
-1.92,-1.2,0.0
-1.92,-1.18,0.0
-1.92,-1.1600000000000001,0.0
-1.92,-1.1400000000000001,0.0
-1.92,-1.12,0.0
-1.92,-1.1,0.0
-1.92,-1.08,0.0
-1.92,-1.06,0.0
-1.92,-1.04,0.0
-1.92,-1.02,0.0
-1.92,-1.0,0.0
-1.92,-0.98,0.0
-1.92,-0.96,0.0
-1.92,-0.94,0.0
-1.92,-0.9199999999999999,0.0
-1.92,-0.8999999999999999,0.0
-1.92,-0.8799999999999999,0.0
-1.92,-0.8599999999999999,0.0
-1.92,-0.8400000000000001,0.0
-1.92,-0.8200000000000001,0.0
-1.92,-0.8,0.0
-1.92,-0.78,0.0
-1.92,-0.76,0.0
-1.92,-0.74,0.0
-1.92,-0.72,0.0
-1.92,-0.7,0.0
-1.92,-0.6799999999999999,0.0
-1.92,-0.6599999999999999,0.0
