x,y,stable
-2.0,-2.0,1.0
-2.0,-1.6,1.0
-2.0,-1.2,1.0
-2.0,-0.7999999999999998,1.0
-2.0,-0.3999999999999999,1.0
-2.0,0.0,1.0
-2.0,0.40000000000000036,1.0
-2.0,0.8000000000000003,1.0
-2.0,1.2000000000000002,1.0
-2.0,1.6,1.0
-2.0,2.0,1.0
-1.6,-2.0,1.0
-1.6,-1.6,1.0
-1.6,-1.2,1.0
-1.6,-0.7999999999999998,1.0
-1.6,-0.3999999999999999,1.0
-1.6,0.0,1.0
-1.6,0.40000000000000036,1.0
-1.6,0.8000000000000003,1.0
-1.6,1.2000000000000002,1.0
-1.6,1.6,1.0
-1.6,2.0,1.0
-1.2,-2.0,1.0
-1.2,-1.6,1.0
-1.2,-1.2,1.0
-1.2,-0.7999999999999998,1.0
-1.2,-0.3999999999999999,1.0
-1.2,0.0,1.0
-1.2,0.40000000000000036,1.0
-1.2,0.8000000000000003,1.0
-1.2,1.2000000000000002,1.0
-1.2,1.6,1.0
-1.2,2.0,1.0
-0.7999999999999998,-2.0,1.0
-0.7999999999999998,-1.6,1.0
-0.7999999999999998,-1.2,1.0
-0.7999999999999998,-0.7999999999999998,1.0
-0.7999999999999998,-0.3999999999999999,1.0
-0.7999999999999998,0.0,1.0
-0.7999999999999998,0.40000000000000036,1.0
-0.7999999999999998,0.8000000000000003,1.0
-0.7999999999999998,1.2000000000000002,1.0
-0.7999999999999998,1.6,1.0
-0.7999999999999998,2.0,1.0
-0.3999999999999999,-2.0,1.0
-0.3999999999999999,-1.6,1.0
-0.3999999999999999,-1.2,1.0
-0.3999999999999999,-0.7999999999999998,1.0
-0.3999999999999999,-0.3999999999999999,1.0
-0.3999999999999999,0.0,1.0
-0.3999999999999999,0.40000000000000036,1.0
-0.3999999999999999,0.8000000000000003,1.0
-0.3999999999999999,1.2000000000000002,1.0
-0.3999999999999999,1.6,1.0
-0.3999999999999999,2.0,1.0
0.0,-2.0,1.0
0.0,-1.6,1.0
0.0,-1.2,1.0
0.0,-0.7999999999999998,1.0
0.0,-0.3999999999999999,0.5
0.0,0.0,0.5
0.0,0.40000000000000036,0.5
0.0,0.8000000000000003,1.0
0.0,1.2000000000000002,1.0
0.0,1.6,1.0
0.0,2.0,1.0
0.40000000000000036,-2.0,1.0
0.40000000000000036,-1.6,1.0
0.40000000000000036,-1.2,0.0
0.40000000000000036,-0.7999999999999998,0.0
0.40000000000000036,-0.3999999999999999,0.0
0.40000000000000036,0.0,0.0
0.40000000000000036,0.40000000000000036,0.0
0.40000000000000036,0.8000000000000003,0.0
0.40000000000000036,1.2000000000000002,0.0
0.40000000000000036,1.6,1.0
0.40000000000000036,2.0,1.0
0.8000000000000003,-2.0,1.0
0.8000000000000003,-1.6,0.0
0.8000000000000003,-1.2,0.0
0.8000000000000003,-0.7999999999999998,0.0
0.8000000000000003,-0.3999999999999999,0.0
0.8000000000000003,0.0,0.0
0.8000000000000003,0.40000000000000036,0.0
0.8000000000000003,0.8000000000000003,0.0
0.8000000000000003,1.2000000000000002,0.0
0.8000000000000003,1.6,0.0
0.8000000000000003,2.0,1.0
1.2000000000000002,-2.0,0.0
1.2000000000000002,-1.6,0.0
1.2000000000000002,-1.2,0.0
1.2000000000000002,-0.7999999999999998,0.0
1.2000000000000002,-0.3999999999999999,0.0
1.2000000000000002,0.0,0.0
1.2000000000000002,0.40000000000000036,0.0
1.2000000000000002,0.8000000000000003,0.0
1.2000000000000002,1.2000000000000002,0.0
1.2000000000000002,1.6,0.0
1.2000000000000002,2.0,0.0
1.6,-2.0,0.0
1.6,-1.6,0.0
1.6,-1.2,0.0
1.6,-0.7999999999999998,0.0
1.6,-0.3999999999999999,0.0
1.6,0.0,0.0
1.6,0.40000000000000036,0.0
1.6,0.8000000000000003,0.0
1.6,1.2000000000000002,0.0
1.6,1.6,0.0
1.6,2.0,0.0
2.0,-2.0,0.0
2.0,-1.6,0.0
2.0,-1.2,0.0
2.0,-0.7999999999999998,0.0
2.0,-0.3999999999999999,0.0
2.0,0.0,0.0
2.0,0.40000000000000036,0.0
2.0,0.8000000000000003,0.0
2.0,1.2000000000000002,0.0
2.0,1.6,0.0
2.0,2.0,0.0
